Time;Fp2-F4;F4-C4;C4-P4;P4-O2;C4-A1
84.511.719;268.162;-54.792;-16.636;0.1984;-113.095
84.531.250;250.763;-65.171;-27.930;-17.857;-171.398
84.550.781;228.175;-66.697;-33.120;-27.320;-187.576
84.570.313;189.408;-59.066;-30.678;-23.352;-178.114
84.589.844;141.178;-45.940;-25.183;-0.7784;-164.072
84.609.375;96.917;-32.204;-18.773;12.363;-151.862
84.628.906;59.982;-23.352;-16.331;27.320;-149.115
84.648.438;29.762;-21.520;-20.604;29.457;-150.031
84.667.969;40.140;-31.899;-30.067;18.773;-139.347
84.687.500;133.547;-58.150;-39.530;-0.0763;-133.242
84.707.031;272.436;-91.422;-43.498;-23.046;-139.957
84.726.563;342.033;-112.485;-39.225;-38.309;-119.811
84.746.094;298.077;-114.927;-28.236;-43.193;-53.877
84.765.625;206.807;-109.127;-16.636;-40.751;12.668
84.785.156;114.927;-103.327;-0.6258;-31.593;31.288
84.804.688;25.488;-98.748;0.2900;-18.162;17.552
84.824.219;17.857;-114.011;0.5037;-0.9615;0.4121
84.843.750;214.133;-174.145;-0.6868;-10.531;-24.267
84.863.281;557.234;-267.247;-29.762;-16.636;-94.170
84.882.813;841.728;-349.969;-51.435;-19.689;-197.344
84.902.344;970.238;-396.978;-64.255;-16.026;-294.109
84.921.875;980.006;-409.493;-67.308;-0.6868;-357.295
84.941.406;907.967;-391.789;-63.339;0.4426;-391.178
84.960.938;741.300;-346.306;-52.045;18.468;-399.725
84.980.469;501.679;-286.783;-34.646;39.225;-379.273
85.000.000;284.341;-233.059;-18.773;64.560;-336.233
85.019.531;154.304;-194.902;-0.9310;85.317;-284.035
85.039.063;94.475;-170.177;-0.5037;93.559;-234.280
85.058.594;45.024;-151.862;-0.3205;88.675;-189.408
85.078.125;-48.687;-129.579;-0.0458;77.076;-154.915
85.097.656;-147.589;-109.737;0.1068;63.645;-164.377
85.117.188;-154.304;-117.674;-0.3510;47.772;-235.806
85.136.719;-45.024;-163.462;-18.162;27.015;-320.055
85.156.250;187.576;-234.585;-38.309;0.5342;-364.316
85.175.781;488.553;-306.319;-56.319;-0.8394;-363.400
85.195.313;663.462;-346.001;-66.087;-15.110;-346.001
85.214.844;603.938;-338.370;-65.476;-19.078;-335.012
85.234.375;395.452;-299.908;-58.455;-22.131;-317.002
85.253.906;165.904;-258.089;-50.824;-22.436;-283.120
85.273.438;-30.983;-221.764;-42.582;-15.415;-240.995
85.292.969;-204.976;-179.029;-30.983;0.0153;-189.103
85.312.500;-355.769;-129.274;-18.162;17.247;-131.410
85.332.031;-450.092;-89.896;-10.226;29.457;-89.591
85.351.563;-426.282;-77.991;-10.836;32.509;-82.875
85.371.094;-191.850;-109.737;-23.352;26.099;-124.084
85.390.625;261.447;-185.745;-50.214;12.973;-217.491
85.410.156;713.828;-267.857;-79.823;0.0763;-335.623
85.429.688;923.230;-311.203;-96.612;-0.1068;-427.503
85.449.219;932.387;-324.023;-101.190;0.4121;-477.869
85.468.750;874.695;-327.686;-102.717;0.9921;-487.637
85.488.281;770.910;-315.781;-99.969;15.720;-450.397
85.507.813;676.587;-291.972;-94.475;21.520;-393.620
85.527.344;629.273;-268.162;-90.201;24.878;-351.801
85.546.875;530.372;-237.943;-85.317;25.794;-329.823
85.566.406;313.950;-191.850;-75.855;24.573;-310.287
85.585.938;63.950;-138.736;-62.729;21.825;-285.867
85.605.469;-105.464;-99.054;-49.603;19.689;-273.657
85.625.000;-174.451;-75.855;-38.919;21.825;-273.046
85.644.531;-180.250;-54.487;-29.151;29.457;-254.121
85.664.063;-168.956;-26.404;-19.383;38.919;-213.523
85.683.594;-189.103;0.5647;-10.531;46.551;-175.366
85.703.125;-234.585;32.814;-0.2900;52.656;-152.167
85.722.656;-261.752;45.940;0.1984;56.319;-144.536
85.742.188;-255.342;46.856;0.3816;56.624;-146.673
85.761.719;-203.144;42.888;0.2900;53.266;-161.630
85.781.250;-112.485;34.035;-0.1374;46.551;-195.513
85.800.781;-29.151;17.247;-0.9615;38.004;-236.416
85.820.313;37.393;-0.8700;-20.299;29.762;-275.488
85.839.844;137.210;-47.466;-32.814;23.046;-311.508
85.859.375;297.772;-99.359;-47.161;16.941;-338.370
85.878.906;455.281;-148.504;-59.982;12.363;-351.496
85.898.438;530.983;-176.282;-67.918;11.447;-352.411
85.917.969;544.414;-186.966;-72.497;12.973;-344.475
85.937.500;547.161;-189.713;-75.244;15.720;-329.823
85.957.031;515.110;-179.945;-73.413;21.825;-308.455
85.976.563;416.514;-153.388;-66.697;28.541;-286.172
85.996.094;274.878;-113.400;-56.929;33.730;-270.604
86.015.625;125.305;-64.866;-45.940;39.530;-270.604
86.035.156;0.0153;-17.247;-33.730;48.382;-280.372
86.054.688;-82.875;22.131;-20.910;57.845;-274.573
86.074.219;-138.126;52.656;-0.8089;63.034;-249.847
86.093.750;-178.419;74.023;0.2900;61.203;-220.543
86.113.281;-190.324;83.791;11.447;54.792;-195.208
86.132.813;-155.830;81.349;16.636;48.382;-169.567
86.152.344;-79.518;68.834;18.468;41.972;-137.515
86.171.875;11.142;52.961;19.689;38.309;-104.548
86.191.406;77.076;41.361;20.910;37.393;-79.212
86.210.938;101.190;34.951;22.436;35.256;-62.118
86.230.469;104.548;32.204;23.352;30.983;-59.676
86.250.000;100.275;35.562;23.962;26.709;-77.076
86.269.531;85.928;44.414;26.709;24.878;-104.548
86.289.063;67.308;52.656;30.067;26.709;-138.126
86.308.594;52.350;56.319;34.035;32.814;-179.335
86.328.125;42.277;57.234;38.614;42.888;-218.101
86.347.656;37.088;59.066;43.803;56.319;-239.469
86.367.188;43.803;61.203;48.993;71.886;-248.016
86.386.719;63.034;63.034;53.266;88.370;-259.921
86.406.250;79.518;66.087;54.487;101.496;-274.878
86.425.781;95.391;67.613;52.656;106.380;-282.814
86.445.313;144.231;64.255;49.603;104.548;-281.593
86.464.844;230.617;57.540;45.024;101.190;-264.499
86.484.375;302.961;51.740;40.140;99.054;-237.027
86.503.906;314.255;52.656;34.341;97.222;-222.375
86.523.438;259.615;62.424;27.930;92.949;-225.427
86.542.969;172.619;76.770;21.520;86.233;-247.405
86.562.500;98.443;89.896;16.331;80.739;-292.582
86.582.031;52.045;100.275;16.026;84.707;-339.286
86.601.563;14.194;111.264;21.825;98.443;-355.159
86.621.094;-31.899;123.168;31.288;115.232;-335.623
86.640.625;-80.433;133.852;41.056;126.526;-306.013
86.660.156;-121.642;141.484;46.551;125.305;-276.099
86.679.688;-151.862;144.841;48.077;114.621;-234.585
86.699.219;-169.567;146.062;48.993;103.632;-180.556
86.718.750;-171.398;146.673;50.519;93.254;-124.695
86.738.281;-151.557;139.652;48.382;79.518;-67.918
86.757.813;-116.148;124.389;41.667;63.034;-10.836
86.777.344;-76.465;110.348;35.867;47.772;27.930
86.796.875;-37.393;104.243;34.646;38.309;32.204
86.816.406;-0.8700;105.159;38.004;35.867;19.078
86.835.938;-0.0153;112.485;44.414;41.361;0.9310
86.855.469;-0.3510;124.084;53.266;56.624;-11.752
86.875.000;0.8394;135.379;61.813;80.128;-64.255
86.894.531;48.382;143.620;69.139;107.601;-139.652
86.914.063;88.675;148.504;74.634;132.631;-211.386
86.933.594;97.527;150.946;76.160;147.589;-249.237
86.953.125;72.192;151.557;71.886;148.810;-244.353
86.972.656;30.372;149.115;61.813;135.989;-215.354
86.992.188;-0.8700;139.042;48.077;111.264;-176.282
87.011.719;-21.520;120.116;34.646;83.181;-132.021
87.031.250;0.3205;96.612;24.267;58.761;-96.001
87.050.781;30.983;75.244;16.941;41.056;-72.497
87.070.313;22.741;62.424;13.584;31.288;-45.940
87.089.844;-0.8394;59.982;15.720;26.709;-21.825
87.109.375;-31.593;62.424;23.046;26.099;-23.657
87.128.906;-49.908;65.781;33.425;28.846;-37.393
87.148.438;-74.939;67.002;45.024;35.562;-25.183
87.167.969;-91.422;64.560;55.708;48.077;13.889
87.187.500;-93.559;64.560;66.392;65.781;50.519
87.207.031;-93.254;73.107;77.381;82.875;56.013
87.226.563;-94.780;85.623;86.233;94.780;32.814
87.246.094;-97.527;94.780;89.591;98.138;25.794
87.265.625;-98.748;98.748;86.844;93.559;57.845
87.285.156;-98.138;101.190;80.128;87.454;92.949
87.304.688;-91.117;104.853;73.718;84.707;99.664
87.324.219;-75.855;109.737;70.665;85.623;102.411
87.343.750;-58.455;116.758;71.886;87.759;134.463
87.363.281;-35.562;122.558;74.634;89.591;177.808
87.382.813;20.299;119.200;74.939;88.370;204.365
87.402.344;108.822;105.159;71.886;85.623;211.386
87.421.875;178.114;89.286;68.223;83.486;198.260
87.441.406;212.607;72.497;64.866;82.875;171.703
87.460.938;247.100;46.551;58.761;82.265;142.399
87.480.469;275.794;20.299;51.129;81.960;107.295
87.500.000;262.363;14.805;47.161;81.654;65.476
87.519.531;203.755;33.120;46.551;78.297;27.320
87.539.063;145.452;56.624;43.803;70.360;-0.4426
87.558.594;180.556;58.455;35.867;64.560;-46.245
87.578.125;331.044;30.678;25.183;66.392;-85.623
87.597.656;456.502;0.1374;19.689;81.349;-96.917
87.617.188;438.187;-0.1679;26.099;109.432;-85.317
87.636.719;322.497;19.383;40.446;141.178;-55.098
87.656.250;209.860;46.245;54.182;157.662;-0.5952
87.675.781;143.315;64.866;61.813;152.167;50.214
87.695.313;105.769;75.855;64.560;135.379;103.022
87.714.844;78.907;86.844;67.002;120.116;143.620
87.734.375;51.740;101.496;72.192;110.653;151.557
87.753.906;0.5037;118.284;78.602;103.327;110.958
87.773.438;-46.551;129.579;81.349;90.201;52.656
87.792.969;-73.718;129.884;78.297;66.392;27.930
87.812.500;-61.813;118.895;70.055;33.730;35.562
87.832.031;0.0153;99.664;60.287;-0.0153;47.772
87.851.563;83.486;81.044;53.266;-26.099;63.034
87.871.094;124.695;73.413;52.350;-36.172;87.454
87.890.625;109.737;76.160;58.455;-29.151;123.474
87.910.156;78.297;81.654;69.750;-0.8700;160.714
87.929.688;59.676;84.402;82.265;16.026;175.366
87.949.219;62.118;80.739;91.117;34.646;163.767
87.968.750;85.623;69.750;94.475;45.330;148.199
87.988.281;122.863;58.761;94.475;52.656;138.736
88.007.813;168.956;51.740;94.475;60.287;115.842
88.027.344;222.680;44.414;94.780;69.444;61.203
88.046.875;331.960;23.046;94.475;79.823;-16.331
88.066.406;597.222;-29.151;88.675;89.286;-86.538
88.085.938;955.281;-97.527;79.518;96.612;-115.537
88.105.469;1.146.062;-132.021;77.381;104.853;-96.612
88.125.000;1.047.772;-107.295;88.980;116.758;-57.845
88.144.531;767.247;-43.803;108.516;128.053;-26.404
88.164.063;445.208;26.709;124.084;127.747;0.5037
88.183.594;163.156;84.707;131.105;114.621;46.551
88.203.125;-59.676;124.389;130.495;96.306;84.707
88.222.656;-232.753;151.862;125.916;81.044;110.958
88.242.188;-338.675;172.924;123.168;71.886;135.684
88.261.719;-366.453;187.882;124.389;66.087;162.241
88.281.250;-361.569;194.902;125.916;59.982;174.756
88.300.781;-332.265;186.355;124.084;50.824;162.851
88.320.313;-220.238;157.967;117.063;37.698;127.137
88.339.844;-66.087;122.253;105.464;21.520;85.317
88.359.375;13.278;99.664;97.222;0.7784;59.066
88.378.906;0.5647;95.085;96.612;-0.1679;45.940
88.398.438;-30.372;100.885;99.359;-12.057;29.762
88.417.969;-62.729;104.853;98.443;-22.436;-12.973
88.437.500;-71.886;97.222;92.338;-30.983;-68.834
88.457.031;-50.824;78.907;83.181;-36.783;-79.212
88.476.563;-25.794;55.708;73.718;-37.088;-45.024
88.496.094;-20.604;30.678;65.781;-32.814;-14.194
88.515.625;-40.446;0.7173;60.287;-27.015;0.1068
88.535.156;-73.413;-0.7479;57.845;-24.267;0.8394
88.554.688;-91.422;-0.9921;57.540;-26.099;0.2289
88.574.219;-90.201;-0.5647;57.845;-28.541;-32.814
88.593.750;-97.222;-0.0153;57.845;-27.930;-82.570
88.613.281;-128.053;11.142;58.455;-20.604;-92.949
88.632.813;-164.683;31.288;61.203;-0.7173;-50.519
88.652.344;-175.672;52.045;63.034;0.5342;0.1679
88.671.875;-177.198;70.055;63.950;14.194;33.730
88.691.406;-200.092;87.759;64.560;19.994;43.193
88.710.938;-218.101;102.411;65.476;21.520;37.393
88.730.469;-200.702;112.485;66.392;18.468;19.689
88.750.000;-173.840;117.979;65.171;13.278;-0.9005
88.769.531;-157.357;117.674;61.508;0.6563;-54.487
88.789.063;-126.526;109.432;56.929;0.1679;-115.842
88.808.594;-91.422;99.969;52.961;0.2900;-158.883
88.828.125;-108.516;99.359;48.382;0.5342;-157.051
88.847.656;-186.966;106.990;42.888;0.1068;-135.379
88.867.188;-282.814;114.927;36.783;-0.7479;-126.526
88.886.719;-357.906;117.674;30.372;-16.636;-129.579
88.906.250;-390.568;112.485;23.962;-25.183;-129.579
88.925.781;-364.316;98.138;17.247;-28.236;-118.284
88.945.313;-283.425;77.381;10.836;-22.436;-91.117
88.964.844;-193.681;56.319;0.4731;-12.973;-57.540
88.984.375;-128.358;39.835;0.0458;-0.6563;-42.277
89.003.906;-83.486;27.320;-0.1068;-0.5647;-57.845
89.023.438;-66.392;16.636;-0.1679;-0.7479;-81.654
89.042.969;-59.982;0.7784;-0.2900;-12.668;-92.033
89.062.500;-13.889;-0.1679;-0.8394;-24.573;-104.243
89.082.031;64.866;-13.278;-17.247;-43.498;-124.389
89.101.563;121.032;-17.552;-25.183;-60.897;-135.684
89.121.094;120.421;-0.6258;-26.099;-71.276;-127.137
89.140.625;65.171;17.247;-20.604;-71.581;-96.917
89.160.156;-17.247;41.972;-12.668;-65.476;-58.455
89.179.688;-98.748;59.676;-0.6563;-59.982;-31.593
89.199.219;-177.503;73.413;-0.2595;-56.624;-15.415
89.218.750;-261.752;88.980;0.2289;-53.266;11.142
89.238.281;-344.475;106.685;0.8700;-49.603;43.193
89.257.813;-409.493;121.947;14.499;-46.245;44.414
89.277.344;-450.397;130.800;18.162;-43.803;10.531
89.296.875;-471.764;131.105;19.689;-42.277;-29.762
89.316.406;-469.322;126.221;21.215;-37.393;-55.708
89.335.938;-431.166;116.148;21.825;-28.236;-61.508
89.355.469;-359.737;99.969;16.636;-19.689;-46.245
89.375.000;-276.404;80.433;0.5647;-16.331;-14.805
89.394.531;-208.028;61.813;-0.4121;-17.857;21.825
89.414.063;-166.209;45.940;-0.9615;-21.215;55.403
89.433.594;-144.841;34.341;-12.057;-23.352;79.518
89.453.125;-137.210;32.204;-11.447;-17.552;95.391
89.472.656;-138.431;38.004;-0.6258;0.0763;105.769
89.492.188;-131.410;39.835;0.0153;27.930;100.580
89.511.719;-97.222;26.404;0.1068;51.129;75.244
89.531.250;-0.6258;-0.9615;-0.8089;56.624;42.277
89.550.781;170.788;-78.907;-27.930;40.751;0.2289
89.570.313;382.937;-166.209;-49.298;13.278;-57.234
89.589.844;519.689;-224.512;-59.982;-10.836;-125.000
89.609.375;512.973;-220.238;-52.656;-23.962;-157.357
89.628.906;369.811;-164.988;-30.983;-27.015;-136.600
89.648.438;143.010;-88.980;-0.5952;-28.846;-101.496
89.667.969;-108.822;-14.805;16.026;-36.172;-77.076
89.687.500;-341.422;48.993;35.562;-46.551;-44.719
89.707.031;-527.320;100.885;52.045;-59.982;0.5952
89.726.563;-654.609;138.431;62.424;-74.939;61.508
89.746.094;-723.901;160.714;66.392;-81.654;105.159
89.765.625;-739.774;168.956;66.392;-69.750;121.947
89.785.156;-701.923;163.462;63.034;-42.582;98.443
89.804.688;-620.727;145.757;56.624;-0.9921;39.530
89.824.219;-523.352;121.642;47.466;16.636;-16.026
89.843.750;-430.861;94.780;34.951;30.067;-45.024
89.863.281;-356.990;67.918;22.741;35.256;-66.697
89.882.813;-314.255;45.940;14.499;37.698;-80.128
89.902.344;-303.571;31.899;10.226;37.393;-67.613
89.921.875;-297.161;25.183;0.9005;33.120;-49.298
89.941.406;-266.331;23.352;10.226;24.878;-54.487
89.960.938;-229.701;23.962;12.363;13.584;-74.634
89.980.469;-217.491;25.488;14.499;0.1374;-79.823
90.000.000;-233.364;30.067;17.247;-0.9005;-64.866
90.019.531;-263.584;37.088;20.910;-19.383;-39.225
90.039.063;-291.667;42.888;23.962;-29.457;0.6563
90.058.594;-306.013;42.888;25.183;-35.867;69.139
90.078.125;-301.129;35.256;23.962;-39.225;116.453
90.097.656;-279.457;23.046;21.825;-43.498;115.537
90.117.188;-266.026;15.415;20.299;-49.298;77.381
90.136.719;-287.698;22.741;22.436;-52.961;51.740
90.156.250;-331.960;39.835;27.320;-50.824;59.676
90.175.781;-361.874;53.877;31.593;-45.635;70.360
90.195.313;-363.400;59.371;33.120;-43.803;59.371
90.214.844;-350.275;59.676;33.730;-46.856;48.382
90.234.375;-336.538;56.319;36.172;-49.603;56.013
90.253.906;-325.244;52.656;41.667;-47.161;67.308
90.273.438;-314.255;50.214;47.772;-34.951;77.991
90.292.969;-286.172;47.772;51.129;-15.720;103.632
90.312.500;-222.680;41.056;49.908;0.1068;142.399
90.332.031;-136.600;29.151;46.551;11.752;174.145
90.351.563;-71.276;17.857;44.719;18.468;180.861
90.371.094;-57.845;13.278;45.635;25.488;162.241
90.390.625;-85.012;15.110;48.382;32.814;138.736
90.410.156;-120.116;21.215;50.519;38.004;120.421
90.429.688;-146.673;28.846;48.077;40.446;93.254
90.449.219;-159.799;35.867;39.225;44.719;52.656
90.468.750;-151.862;39.530;25.488;51.740;0.4426
90.488.281;-140.873;41.361;12.363;58.150;-38.919
90.507.813;-153.388;45.024;0.1984;59.676;-65.781
90.527.344;-201.313;50.824;-0.5952;55.708;-77.991
90.546.875;-271.825;53.266;-13.278;47.161;-91.728
90.566.406;-328.907;49.603;-19.994;36.477;-116.148
90.585.938;-335.317;40.446;-24.878;24.573;-144.231
90.605.469;-272.436;25.183;-30.372;10.836;-168.040
90.625.000;-172.619;0.3205;-37.393;-0.1679;-172.009
90.644.531;-90.507;-22.131;-42.582;-10.226;-152.778
90.664.063;-54.487;-43.193;-43.193;-14.805;-141.178
90.683.594;-68.529;-49.298;-40.446;-16.331;-147.589
90.703.125;-109.432;-41.056;-36.783;-16.331;-144.231
90.722.656;-138.431;-28.541;-34.951;-16.026;-121.032
90.742.188;-128.663;-19.689;-35.256;-14.499;-89.286
90.761.719;-50.824;-17.247;-36.783;-10.531;-55.403
90.781.250;93.559;-21.215;-38.309;-0.3816;-21.520
90.800.781;204.060;-25.488;-38.004;0.5647;0.5952
90.820.313;195.818;-19.383;-33.120;16.026;17.552
90.839.844;111.264;0.0153;-24.878;24.573;0.1374
90.859.375;16.331;27.930;-16.026;30.067;-44.719
90.878.906;-80.739;60.897;-0.6563;35.256;-103.327
90.898.438;-182.998;96.306;0.4121;41.972;-151.862
90.917.969;-264.499;127.747;14.805;49.298;-186.050
90.937.500;-321.581;147.894;22.741;54.487;-200.397
90.957.031;-378.663;157.357;26.709;55.708;-182.998
90.976.563;-435.745;157.662;27.625;53.571;-143.315
90.996.094;-480.006;154.304;26.404;50.519;-116.453
91.015.625;-500.763;152.167;25.488;50.519;-113.706
91.035.156;-490.995;149.725;24.573;50.519;-114.621
91.054.688;-461.081;142.399;20.604;44.414;-116.148
91.074.219;-423.230;127.747;10.836;31.899;-128.663
91.093.750;-373.474;109.737;-0.2289;17.247;-132.021
91.113.281;-301.435;95.391;-14.805;0.5647;-111.569
91.132.813;-232.143;89.896;-23.352;0.0458;-81.960
91.152.344;-215.659;95.085;-28.846;0.2595;-53.571
91.171.875;-251.679;107.295;-32.509;0.9615;-28.236
91.191.406;-296.245;121.337;-35.562;18.468;-10.531
91.210.938;-322.802;133.547;-37.393;24.573;0.2289
91.230.469;-327.686;141.178;-38.919;27.625;38.614
91.250.000;-317.002;143.620;-41.972;30.372;102.106
91.269.531;-302.350;142.399;-45.635;33.730;150.336
91.289.063;-294.109;140.568;-45.940;35.256;156.746
91.308.594;-296.856;142.094;-42.888;34.646;123.779
91.328.125;-306.929;147.589;-38.919;34.341;70.665
91.347.656;-316.392;155.830;-35.562;35.562;38.004
91.367.188;-318.529;165.598;-30.983;39.835;45.024
91.386.719;-309.982;173.840;-25.488;45.940;74.939
91.406.250;-293.498;179.335;-19.994;50.519;98.138
91.425.781;-271.215;182.692;-16.941;48.687;88.065
