Time;Fp2-F4;F4-C4;C4-P4;P4-O2;C4-A1
177.421.875;-371.337;-18.773;0.1679;-103.938;-117.674
177.441.406;-327.991;-30.983;-0.1679;-98.443;-138.126
177.460.938;-298.077;-40.751;-0.7173;-96.306;-154.304
177.480.469;-279.762;-46.245;-12.973;-98.138;-150.641
177.500.000;-270.910;-45.024;-17.552;-100.580;-143.926
177.519.531;-267.552;-38.919;-19.383;-101.496;-139.957
177.539.063;-262.668;-30.678;-20.299;-100.885;-130.495
177.558.594;-248.932;-23.046;-20.910;-100.275;-115.537
177.578.125;-224.817;-18.162;-20.299;-98.138;-89.286
177.597.656;-197.039;-15.720;-17.857;-93.864;-53.571
177.617.188;-177.503;-13.584;-13.889;-89.286;-22.741
177.636.719;-169.567;-0.9005;-0.8089;-85.012;-0.6258
177.656.250;-173.230;-0.2900;-0.2900;-82.875;-23.046
177.675.781;-184.524;0.4121;0.0153;-81.960;-65.781
177.695.313;-195.513;11.447;0.0458;-82.875;-82.875
177.714.844;-200.092;16.331;-0.1374;-87.759;-62.424
177.734.375;-195.208;17.552;-0.6563;-97.527;-41.361
177.753.906;-179.640;16.331;-13.889;-110.653;-43.193
177.773.438;-156.746;13.889;-23.046;-125.611;-65.476
177.792.969;-133.547;12.057;-32.814;-141.789;-101.190
177.812.500;-115.537;12.363;-40.751;-157.662;-142.399
177.832.031;-106.990;15.720;-46.245;-171.703;-180.861
177.851.563;-107.601;21.825;-48.382;-184.219;-210.775
177.871.094;-114.621;29.151;-46.856;-194.597;-236.722
177.890.625;-124.695;37.088;-42.888;-200.092;-258.394
177.910.156;-132.937;45.024;-36.477;-198.565;-258.089
177.929.688;-134.158;51.435;-28.541;-190.629;-230.617
177.949.219;-124.084;54.487;-20.604;-176.282;-190.934
177.968.750;-104.853;52.656;-14.194;-156.136;-158.883
177.988.281;-85.623;48.077;-0.8394;-131.716;-147.283
178.007.813;-74.328;42.888;-0.3510;-105.464;-157.357
178.027.344;-73.718;38.309;0.0153;-80.433;-180.556
178.046.875;-81.654;34.646;0.2595;-57.234;-206.502
178.066.406;-95.391;32.509;0.4426;-36.477;-222.985
178.085.938;-110.348;32.204;0.5342;-18.773;-221.154
178.105.469;-119.811;34.035;0.5952;-0.3816;-223.596
178.125.000;-121.032;37.698;0.5647;0.7784;-246.184
178.144.531;-114.927;41.667;0.3510;17.247;-270.604
178.164.063;-103.327;43.803;0.0458;25.183;-282.509
178.183.594;-90.507;43.193;-0.2595;30.067;-282.204
178.203.125;-80.739;39.225;-0.6563;28.541;-277.625
178.222.656;-73.107;32.509;-12.363;19.994;-263.889
178.242.188;-69.750;27.320;-19.078;0.9005;-231.838
178.261.719;-75.855;26.099;-26.099;-0.0458;-193.071
178.281.250;-93.559;27.930;-31.593;-0.8700;-155.830
178.300.781;-116.453;30.067;-34.646;-16.636;-131.716
178.320.313;-136.294;30.067;-37.088;-23.962;-141.789
178.339.844;-144.841;27.015;-38.309;-29.457;-164.683
178.359.375;-139.347;21.215;-38.004;-30.067;-169.567
178.378.906;-126.526;12.973;-37.088;-28.846;-164.377
178.398.438;-112.179;0.3816;-37.698;-30.678;-162.241
178.417.969;-99.969;-0.3816;-39.530;-34.646;-164.988
178.437.500;-94.170;-0.5952;-40.140;-35.256;-169.567
178.457.031;-96.917;-0.3510;-39.530;-31.593;-161.935
178.476.563;-108.516;0.0153;-39.530;-25.488;-130.495
178.496.094;-127.137;0.3510;-40.140;-18.162;-82.570
178.515.625;-137.821;0.5952;-40.751;-0.9310;-36.172
178.535.156;-130.495;0.4121;-41.361;0.1068;-12.057
178.554.688;-117.674;-0.1068;-41.972;12.057;-17.247
178.574.219;-110.043;-0.7784;-43.498;19.994;-40.751
178.593.750;-104.243;-16.026;-47.161;21.215;-57.845
178.613.281;-100.275;-23.657;-51.435;19.383;-49.603
178.632.813;-106.074;-27.320;-53.877;14.805;-18.773
178.652.344;-125.916;-27.015;-52.350;0.4121;23.352
178.671.875;-156.136;-22.741;-47.466;-12.057;56.624
178.691.406;-179.029;-16.331;-39.530;-29.151;59.676
178.710.938;-179.029;-10.836;-30.372;-43.193;34.341
178.730.469;-170.177;-0.5342;-21.520;-52.350;-0.0458
178.750.000;-177.503;0.1984;-13.278;-55.098;-26.099
178.769.531;-197.650;0.9921;-0.6563;-52.350;-31.593
178.789.063;-212.607;13.889;-0.1374;-46.245;-25.488
178.808.594;-210.775;11.447;0.1984;-37.698;-13.584
178.828.125;-196.123;0.3510;0.5952;-26.709;11.752
178.847.656;-185.440;-0.5037;10.531;-16.941;43.803
178.867.188;-181.471;-0.9615;14.805;-0.9921;56.929
178.886.719;-159.493;-12.668;16.941;-0.4731;39.225
178.906.250;-108.516;-21.520;15.110;-0.3205;0.8089
178.925.781;-63.950;-34.341;0.9615;-0.5647;-17.247
178.945.313;-56.929;-42.277;0.5647;-0.7784;-48.382
178.964.844;-77.686;-40.140;0.5342;-0.7173;-105.769
178.984.375;-90.507;-32.509;0.6868;-0.5037;-169.567
179.003.906;-75.855;-25.488;0.7479;-0.1984;-195.513
179.023.438;-62.118;-20.910;0.6868;0.0763;-182.692
179.042.969;-82.265;-15.110;0.7173;0.2595;-151.252
179.062.500;-134.768;-0.5647;0.8089;0.3510;-104.853
179.082.031;-198.260;0.7173;0.9615;0.6563;-48.993
179.101.563;-250.458;21.520;11.752;12.973;-0.4426
179.121.094;-283.425;34.951;13.584;20.299;18.162
179.140.625;-300.519;44.719;14.499;25.794;19.383
179.160.156;-303.877;51.129;14.194;27.625;0.8700
179.179.688;-297.161;54.182;12.057;25.183;-0.5647
179.199.219;-284.951;53.571;0.8700;19.383;-28.541
179.218.750;-268.468;47.161;0.4121;11.752;-57.234
179.238.281;-247.711;35.562;-0.1679;0.4121;-71.581
179.257.813;-226.038;23.352;-0.7173;-0.1679;-58.761
179.277.344;-207.112;14.194;-0.9005;-0.2289;-21.825
179.296.875;-189.103;0.7479;-0.4731;0.7173;25.488
179.316.406;-168.651;0.3205;0.3510;24.573;70.055
179.335.938;-141.178;-0.1068;0.9615;35.256;107.295
179.355.469;-117.369;-0.8089;0.9310;29.457;138.126
179.375.000;-117.369;-15.415;0.3816;10.226;156.441
179.394.531;-139.652;-19.994;-0.2595;-13.584;159.188
179.414.063;-170.177;-21.215;-0.8089;-37.088;153.999
179.433.594;-200.092;-19.994;-10.836;-55.708;155.220
179.453.125;-224.817;-15.110;-12.057;-66.392;164.683
179.472.656;-240.385;-0.9615;-13.584;-72.802;158.272
179.492.188;-248.016;-0.5037;-16.331;-78.602;122.558
179.511.719;-252.289;-0.1374;-19.383;-85.623;76.770
179.531.250;-254.731;0.2289;-22.436;-91.728;18.162
179.550.781;-253.205;0.7479;-24.267;-93.559;-66.087
179.570.313;-246.795;14.194;-23.046;-89.591;-148.199
179.589.844;-234.890;21.520;-17.857;-80.739;-197.039
179.609.375;-212.302;26.099;-11.447;-71.581;-210.775
179.628.906;-169.261;22.436;-0.7173;-67.308;-209.249
179.648.438;-102.106;0.9005;-0.6868;-67.002;-205.281
179.667.969;-24.267;-0.8089;-0.9921;-69.139;-191.850
179.687.500;34.035;-21.825;-14.805;-72.802;-173.840
179.707.031;50.214;-28.541;-18.773;-77.991;-158.883
179.726.563;23.657;-26.709;-19.383;-81.654;-137.210
179.746.094;-26.709;-17.247;-17.247;-79.212;-102.717
179.765.625;-76.465;-0.3205;-14.194;-70.055;-60.592
179.785.156;-112.179;0.9921;-10.531;-56.319;-16.636
179.804.688;-134.768;19.383;-0.7479;-43.193;15.720
179.824.219;-151.252;27.625;-0.5342;-30.983;22.741
179.843.750;-165.904;35.562;-0.3816;-19.689;0.8089
179.863.281;-175.977;43.193;-0.1679;-12.057;-13.278
179.882.813;-176.587;47.466;0.0763;-0.8089;-38.309
179.902.344;-166.209;47.466;0.3205;-0.7479;-60.592
179.921.875;-150.336;44.719;0.5037;-0.8089;-66.087
179.941.406;-132.021;43.193;0.6563;-0.9005;-61.813
179.960.938;-110.653;45.635;0.9310;-0.9005;-64.255
179.980.469;-82.570;52.961;14.805;-0.5342;-76.770
180.000.000;-51.740;62.424;21.520;0.0458;-95.085
180.019.531;-31.593;68.223;26.709;0.6258;-116.758
180.039.063;-28.846;67.613;29.151;10.836;-146.062
180.058.594;-29.457;61.203;28.846;15.720;-189.713
180.078.125;-29.457;51.129;27.625;22.741;-244.658
180.097.656;-46.245;40.446;27.625;31.593;-306.929
180.117.188;-79.212;30.983;25.794;35.256;-378.663
180.136.719;-108.211;20.910;20.910;27.930;-435.440
180.156.250;-122.863;0.9615;14.194;11.447;-432.387
180.175.781;-129.884;-0.0458;0.8089;-0.7479;-375.916
180.195.313;-140.873;-0.8089;0.3816;-24.267;-316.392
180.214.844;-159.799;-13.584;0.0763;-35.867;-268.468
180.234.375;-185.134;-18.162;-0.0153;-39.530;-214.133
180.253.906;-212.607;-21.825;0.0153;-35.256;-146.368
180.273.438;-237.027;-24.878;0.1374;-27.320;-75.244
180.292.969;-254.426;-27.625;0.2289;-21.825;-14.805
180.312.500;-265.720;-30.067;0.2289;-19.994;29.457
180.332.031;-271.825;-33.120;0.1679;-18.468;59.066
180.351.563;-271.825;-38.614;0.1068;-18.468;70.360
180.371.094;-261.752;-45.940;0.0153;-19.994;59.371
180.390.625;-233.974;-54.487;-0.0763;-21.520;36.172
180.410.156;-186.661;-62.118;-0.1068;-22.436;17.247
180.429.688;-140.873;-63.950;0.0763;-20.604;0.6868
180.449.219;-125.916;-58.150;0.5342;-16.941;-0.6258
180.468.750;-142.705;-49.298;0.9921;-14.194;-44.719
180.488.281;-171.398;-41.056;13.584;-13.889;-112.790
180.507.813;-197.039;-35.562;14.499;-15.720;-188.492
180.527.344;-216.575;-33.425;13.889;-19.383;-243.437
180.546.875;-231.532;-34.951;13.278;-22.131;-258.700
180.566.406;-241.911;-38.309;12.363;-22.741;-231.532
180.585.938;-250.153;-42.888;10.836;-20.910;-175.977
180.605.469;-257.784;-48.382;0.9921;-16.331;-107.601
180.625.000;-262.973;-53.266;0.9615;-0.9005;-40.140
180.644.531;-262.668;-57.234;0.8700;-0.1679;0.9921
180.664.063;-255.037;-59.371;0.6563;0.3816;38.004
180.683.594;-237.943;-59.676;0.4426;0.7173;47.466
180.703.125;-213.523;-59.066;0.2289;0.9005;33.425
180.722.656;-188.797;-59.066;0.0153;0.9921;-0.3510
180.742.188;-172.009;-59.371;-0.1068;10.226;-49.603
180.761.719;-165.293;-58.455;-0.1984;10.531;-91.422
180.781.250;-167.125;-55.098;-0.2289;12.057;-121.642
180.800.781;-171.093;-51.740;-0.2289;15.110;-150.031
180.820.313;-171.703;-50.214;-0.1984;18.162;-182.998
180.839.844;-172.619;-48.993;-0.0763;18.773;-212.302
180.859.375;-175.366;-47.466;0.0153;17.857;-225.733
180.878.906;-177.198;-45.940;-0.0763;13.889;-222.985
180.898.438;-176.893;-45.330;-0.4426;0.6258;-213.828
180.917.969;-174.451;-44.109;-0.8700;-0.3816;-197.344
180.937.500;-172.314;-43.193;-12.057;-15.720;-178.114
180.957.031;-172.619;-42.277;-13.889;-27.930;-169.567
180.976.563;-173.535;-42.277;-12.973;-38.004;-170.788
180.996.094;-172.314;-43.498;-0.9005;-44.414;-180.250
181.015.625;-171.398;-45.330;-0.2900;-47.466;-204.976
181.035.156;-171.398;-46.856;0.4426;-46.551;-242.521
181.054.688;-169.872;-48.077;12.057;-43.498;-277.015
181.074.219;-166.209;-48.382;18.773;-39.530;-289.530
181.093.750;-163.462;-48.993;24.573;-35.562;-267.247
181.113.281;-164.683;-49.908;28.541;-31.593;-213.523
181.132.813;-169.567;-51.129;31.288;-26.404;-150.946
181.152.344;-173.840;-51.740;31.593;-20.604;-103.632
181.171.875;-175.672;-52.045;29.457;-14.805;-67.308
181.191.406;-175.672;-53.877;26.099;-0.9615;-42.277
181.210.938;-174.451;-56.013;21.520;-0.4731;-47.161
181.230.469;-175.977;-56.319;16.941;0.0153;-70.971
181.250.000;-181.777;-55.098;13.889;0.7173;-75.549
181.269.531;-189.408;-53.877;12.973;18.773;-44.109
181.289.063;-197.039;-53.571;15.415;33.120;0.4731
181.308.594;-205.891;-54.792;20.299;45.024;41.056
181.328.125;-219.017;-57.540;25.488;52.656;49.298
181.347.656;-232.143;-61.813;30.678;56.929;31.288
181.367.188;-244.353;-67.308;33.730;57.540;-0.9921
181.386.719;-260.531;-72.192;34.646;54.487;-60.592
181.406.250;-280.678;-75.855;32.814;48.382;-81.044
181.425.781;-303.266;-78.602;27.320;38.614;-55.403
181.445.313;-315.476;-81.044;19.078;25.488;-11.447
181.464.844;-291.056;-86.538;0.9615;12.363;15.720
181.484.375;-238.858;-98.138;0.0153;0.1068;13.584
181.503.906;-210.165;-111.569;-11.142;-0.8394;0.9005
181.523.438;-218.407;-120.421;-22.741;-17.552;18.162
181.542.969;-230.006;-122.558;-31.288;-23.962;23.352
181.562.500;-234.280;-121.947;-35.562;-26.709;0.6258
181.582.031;-245.574;-124.695;-38.614;-27.015;-45.024
181.601.563;-264.194;-137.515;-43.498;-27.625;-103.938
181.621.094;-267.552;-162.851;-52.656;-30.372;-135.073
181.640.625;-235.195;-199.176;-64.866;-33.120;-148.504
181.660.156;-196.429;-236.416;-76.160;-33.120;-162.546
181.679.688;-208.639;-261.447;-84.096;-30.678;-170.788
181.699.219;-282.814;-266.331;-87.149;-29.151;-172.009
181.718.750;-386.905;-252.900;-86.233;-28.236;-172.314
181.738.281;-481.227;-233.059;-82.875;-23.657;-162.546
181.757.813;-532.814;-218.712;-79.212;-15.110;-138.736
181.777.344;-519.689;-216.270;-77.381;-0.6258;-114.316
181.796.875;-448.565;-222.375;-78.907;-0.3816;-100.580
181.816.406;-370.116;-227.564;-81.349;-0.9005;-104.243
181.835.938;-353.022;-222.985;-82.875;-21.520;-124.084
181.855.469;-404.915;-210.470;-84.096;-40.446;-155.830
181.875.000;-457.723;-203.755;-85.928;-64.560;-198.260
181.894.531;-434.829;-214.438;-91.728;-90.201;-248.016
181.914.063;-280.372;-247.711;-104.548;-113.706;-304.792
181.933.594;-27.320;-298.077;-121.947;-132.937;-347.833
181.953.125;175.977;-342.033;-135.989;-144.536;-349.664
181.972.656;221.764;-351.190;-139.652;-146.062;-319.139
181.992.188;118.895;-321.581;-132.937;-137.515;-277.930
182.011.719;-67.002;-272.131;-120.116;-123.168;-230.006
182.031.250;-238.858;-225.122;-106.685;-106.990;-175.977
182.050.781;-315.476;-193.071;-96.001;-91.117;-131.716
182.070.313;-315.781;-176.587;-88.370;-76.160;-106.685
182.089.844;-306.013;-171.093;-83.486;-63.950;-96.917
182.109.375;-312.118;-168.651;-79.518;-53.571;-98.138
182.128.906;-340.812;-158.883;-73.413;-42.582;-112.485
182.148.438;-381.105;-139.652;-63.645;-30.372;-130.189
182.167.969;-409.188;-118.590;-52.045;-18.162;-137.821
182.187.500;-398.199;-110.653;-43.803;-0.8394;-152.778
182.207.031;-330.128;-120.116;-41.972;-0.2289;-180.861
182.226.563;-220.238;-135.989;-43.803;0.0153;-194.902
182.246.094;-101.190;-144.231;-45.330;0.0763;-182.998
182.265.625;-32.204;-134.768;-43.193;0.1679;-151.557
182.285.156;-52.045;-107.601;-35.867;0.4426;-113.095
182.304.688;-121.642;-74.023;-26.404;0.8089;-71.886
182.324.219;-180.556;-46.551;-19.078;10.226;-30.372
182.343.750;-208.333;-33.730;-16.331;0.9921;-0.0153
182.363.281;-218.101;-34.646;-16.941;0.6868;19.994
182.382.813;-221.154;-42.582;-18.773;0.1374;32.509
182.402.344;-207.418;-53.266;-19.078;-0.4731;24.573
182.421.875;-169.261;-64.560;-16.636;-10.531;0.1374
182.441.406;-118.284;-74.023;-12.363;-15.110;-18.773
182.460.938;-78.297;-80.128;-0.9615;-20.910;-25.488
182.480.469;-64.255;-83.181;-0.9921;-29.762;-0.5342
182.500.000;-68.834;-83.181;-12.363;-41.972;39.835
182.519.531;-75.549;-82.875;-16.331;-56.013;87.149
182.539.063;-68.529;-85.012;-20.604;-70.360;117.979
182.558.594;-41.361;-91.117;-24.878;-84.096;132.021
182.578.125;-0.5952;-96.306;-27.930;-94.780;134.463
182.597.656;19.078;-95.085;-27.930;-100.885;123.779
182.617.188;29.457;-87.759;-24.878;-102.106;93.864
182.636.719;33.425;-77.381;-19.689;-97.833;48.993
182.656.250;37.393;-67.613;-12.668;-88.065;-19.383
182.675.781;44.414;-60.287;-0.5037;-75.855;-121.642
182.695.313;55.098;-56.624;0.0763;-63.645;-201.618
182.714.844;69.750;-56.319;0.5647;-50.824;-191.545
182.734.375;89.896;-59.371;0.9921;-36.783;-102.106
182.753.906;112.790;-65.781;13.278;-22.741;15.110
182.773.438;131.105;-72.802;14.499;-0.9310;120.421
182.792.969;146.978;-79.823;14.805;0.1374;193.376
182.812.500;168.346;-87.454;15.110;0.5952;234.585
182.832.031;191.850;-92.643;16.026;0.4731;248.321
182.851.563;204.670;-92.338;18.162;0.1374;243.132
182.871.094;202.534;-85.623;20.604;-0.1984;231.838
182.890.625;191.545;-74.023;22.131;-0.7479;214.133
182.910.156;176.282;-61.203;22.131;-17.552;176.893
182.929.688;160.714;-49.603;21.520;-32.814;112.790
182.949.219;147.283;-39.530;19.994;-49.603;23.352
182.968.750;134.158;-29.762;17.552;-64.255;-79.518
182.988.281;127.442;-21.215;14.194;-76.770;-174.145
183.007.813;139.347;-15.110;12.363;-87.149;-234.890
183.027.344;163.767;-12.057;11.447;-94.475;-259.615
183.046.875;180.556;-11.752;11.447;-98.138;-268.162
183.066.406;191.545;-11.447;13.889;-98.138;-268.468
183.085.938;211.386;-10.226;20.299;-93.254;-253.510
183.105.469;228.785;-0.8394;29.762;-82.570;-225.122
183.125.000;227.869;-0.6563;38.919;-68.223;-192.766
183.144.531;215.354;-0.5647;45.940;-53.571;-156.136
183.164.063;201.007;-0.4426;50.214;-39.835;-113.095
183.183.594;183.608;-0.1679;52.350;-26.709;-67.308
183.203.125;161.325;0.2900;55.098;-13.584;-37.393
183.222.656;137.515;0.9615;59.676;-0.0763;-35.562
183.242.188;118.895;16.026;64.866;0.9615;-29.762
183.261.719;108.211;22.436;68.834;18.468;11.752
183.281.250;105.464;27.930;72.192;27.320;70.055
183.300.781;108.211;32.204;74.023;35.562;116.148
183.320.313;112.790;35.562;74.023;39.530;137.515
183.339.844;118.590;38.919;72.802;38.309;133.242
183.359.375;124.084;42.888;72.497;35.256;115.232
183.378.906;126.832;47.772;72.802;31.899;82.570
183.398.438;125.611;53.877;74.634;28.846;36.477
183.417.969;122.558;59.982;76.160;26.709;0.8700
183.437.500;124.084;65.476;75.855;25.183;0.4731
183.457.031;133.852;69.750;73.107;24.878;0.0458
183.476.563;149.115;72.802;69.444;26.099;0.7479
183.496.094;164.988;74.939;65.171;27.015;31.288
183.515.625;179.335;74.328;61.813;25.794;33.425
183.535.156;189.713;69.444;60.592;22.436;0.5647
183.554.688;196.429;60.897;62.118;18.162;0.0153
183.574.219;203.755;51.435;65.476;12.973;40.751
183.593.750;214.438;43.193;69.444;0.7173;93.559
183.613.281;222.680;38.309;73.107;0.0763;129.274
183.632.813;218.101;36.477;74.634;-0.5647;158.272
183.652.344;197.344;36.477;73.718;-11.447;194.597
183.671.875;168.956;38.004;70.665;-13.889;223.901
183.691.406;143.926;39.530;63.950;-13.584;229.090
183.710.938;129.579;41.972;52.656;-13.584;211.691
183.730.469;125.305;47.161;39.835;-14.499;175.977
183.750.000;125.305;54.487;30.067;-15.720;129.274
183.769.531;126.526;62.118;27.015;-17.552;83.486
183.789.063;128.663;68.223;28.846;-18.773;52.961
183.808.594;129.274;73.107;33.425;-17.247;36.477
183.828.125;124.695;76.465;39.225;-14.499;0.7784
183.847.656;115.842;77.381;45.940;-13.278;-21.520
183.867.188;109.432;75.244;52.350;-15.415;-12.057
183.886.719;109.737;70.665;58.455;-20.299;30.678
183.906.250;114.621;65.171;65.171;-24.267;75.855
183.925.781;123.779;59.982;71.276;-26.099;117.369
183.945.313;133.242;55.403;75.855;-27.320;156.136
183.964.844;134.463;52.350;79.212;-28.541;182.692
183.984.375;126.221;52.045;81.654;-27.930;187.576
184.003.906;115.232;52.045;81.654;-25.488;178.419
184.023.438;104.853;51.740;79.212;-23.046;167.735
184.042.969;97.833;50.214;74.634;-21.215;161.020
184.062.500;95.391;47.772;68.223;-23.352;146.062
184.082.031;92.643;45.024;59.982;-31.593;113.706
184.101.563;88.370;42.582;51.435;-45.635;79.518
184.121.094;85.317;40.446;44.414;-61.203;59.371
184.140.625;82.570;38.309;38.919;-74.939;54.487
184.160.156;80.128;36.477;33.730;-84.707;56.319
184.179.688;78.297;35.256;28.541;-86.844;52.961
184.199.219;76.770;34.341;24.267;-80.128;45.024
184.218.750;75.855;32.814;22.436;-65.476;42.888
184.238.281;78.602;30.372;23.657;-46.245;47.161
184.257.813;101.496;24.878;28.236;-25.794;49.298
184.277.344;169.261;13.889;34.646;-0.5342;35.867
184.296.875;255.952;-0.0153;41.667;16.636;12.668
184.316.406;296.245;-0.9310;49.298;41.667;0.7479
184.335.938;276.099;-0.8089;57.540;67.002;30.372
184.355.469;226.648;0.0153;64.560;86.538;66.392
184.375.000;173.840;0.9005;67.918;94.475;99.359
184.394.531;126.832;16.331;67.308;91.422;125.611
184.414.063;85.623;21.215;63.950;81.349;148.504
184.433.594;50.519;23.962;59.066;68.223;153.999
184.453.125;35.867;25.488;53.877;54.792;132.631
184.472.656;53.571;25.488;48.382;41.361;125.611
184.492.188;70.665;25.794;43.803;29.457;162.241
184.511.719;54.487;28.846;40.751;19.994;209.249
184.531.250;33.425;31.288;39.530;14.499;237.332
184.550.781;48.687;26.709;38.004;11.752;259.005
184.570.313;112.790;11.752;34.646;10.226;275.183
184.589.844;211.691;-10.531;29.762;0.8394;265.110
184.609.375;298.993;-34.646;23.657;0.5037;226.343
184.628.906;328.907;-50.214;18.773;0.1984;172.009
184.648.438;304.182;-52.045;17.552;0.1679;110.348
184.667.969;276.099;-46.856;18.162;0.2900;44.109
184.687.500;284.035;-41.972;18.773;0.3205;-38.919
184.707.031;297.161;-36.477;19.689;0.3205;-144.231
184.726.563;266.331;-24.878;21.215;0.3816;-236.111
184.746.094;189.408;-0.3816;23.352;0.4426;-285.562
184.765.625;91.728;22.131;25.183;0.3510;-310.287
184.785.156;-0.2289;45.635;23.962;-0.1374;-328.297
184.804.688;-79.212;62.729;19.994;-10.226;-317.002
184.824.219;-133.852;73.718;15.415;-21.825;-255.342
184.843.750;-168.040;78.907;11.752;-35.562;-165.293
184.863.281;-184.524;78.907;0.8089;-48.993;-70.665
184.882.813;-182.387;74.023;0.4426;-58.455;0.9921
184.902.344;-158.272;64.255;0.0153;-63.339;48.077
184.921.875;-115.537;49.298;-0.5952;-67.002;45.635
184.941.406;-64.255;30.067;-13.584;-70.055;31.899
184.960.938;-13.278;0.9005;-20.299;-68.834;16.026
