Time;Fp2-F4;F4-C4;C4-P4;P4-O2;C4-A1
800.781;-642.094;-198.260;-107.601;25.794;-343.254
820.313;-639.957;-197.039;-106.380;27.320;-340.201
839.844;-635.989;-195.513;-105.159;28.236;-335.928
859.375;-630.800;-193.376;-103.938;28.236;-331.654
878.906;-625.000;-191.239;-102.717;27.930;-328.297
898.438;-620.116;-189.408;-102.106;26.709;-326.465
917.969;-617.063;-188.187;-101.801;25.488;-326.160
937.500;-615.842;-187.882;-101.801;24.267;-326.770
957.031;-615.537;-187.576;-101.496;23.962;-327.381
976.563;-615.842;-187.271;-101.496;24.267;-327.381
996.094;-615.537;-186.966;-100.885;25.183;-326.160
1.015.625;-614.011;-186.050;-99.969;26.099;-323.413
1.035.156;-610.653;-184.524;-98.748;27.015;-319.750
1.054.688;-606.380;-182.692;-97.833;27.320;-316.087
1.074.219;-601.190;-180.861;-96.612;27.015;-313.034
1.093.750;-596.917;-179.029;-96.001;26.099;-310.897
1.113.281;-593.559;-177.808;-95.391;25.183;-310.287
1.132.813;-591.422;-177.198;-95.085;24.267;-310.287
1.152.344;-590.812;-176.893;-95.085;23.657;-310.592
1.171.875;-590.507;-176.587;-94.780;23.657;-310.287
1.191.406;-589.896;-175.977;-94.475;24.267;-309.371
1.210.938;-588.675;-175.061;-93.559;25.183;-307.234
1.230.469;-585.928;-173.840;-92.643;25.794;-304.182
1.250.000;-581.960;-172.314;-91.728;26.099;-300.824
1.269.531;-577.686;-170.788;-90.812;26.099;-298.077
1.289.063;-573.413;-169.261;-89.896;25.488;-295.940
1.308.594;-570.055;-168.040;-89.286;24.573;-294.719
1.328.125;-567.918;-167.125;-88.980;23.962;-294.414
1.347.656;-566.697;-166.514;-88.675;23.352;-294.109
1.367.188;-565.781;-165.904;-88.675;23.352;-293.803
1.386.719;-565.171;-165.598;-88.065;23.657;-292.888
1.406.250;-563.645;-164.683;-87.454;24.267;-291.056
1.425.781;-561.203;-163.767;-86.538;24.878;-288.614
1.445.313;-558.150;-162.241;-85.623;25.183;-285.867
1.464.844;-554.182;-160.714;-85.012;25.183;-283.120
1.484.375;-550.519;-159.188;-84.096;24.573;-280.983
1.503.906;-547.161;-157.967;-83.486;23.962;-279.762
1.523.438;-544.719;-157.051;-83.181;23.352;-278.846
1.542.969;-543.193;-156.441;-82.875;23.046;-278.541
1.562.500;-541.972;-155.830;-82.570;22.741;-277.930
1.582.031;-541.056;-155.220;-81.960;23.046;-277.015
1.601.563;-539.530;-154.609;-81.349;23.352;-275.488
1.621.094;-537.393;-153.694;-80.739;23.962;-273.657
1.640.625;-534.646;-152.473;-80.128;24.267;-271.215
1.660.156;-531.288;-150.946;-79.212;24.267;-268.773
1.679.688;-527.625;-149.725;-78.297;23.962;-266.636
1.699.219;-524.573;-148.504;-77.686;23.352;-265.110
1.718.750;-521.825;-147.589;-77.381;23.046;-263.889
1.738.281;-519.994;-146.673;-77.076;22.436;-263.278
1.757.813;-518.773;-146.062;-76.770;22.436;-262.668
1.777.344;-517.247;-145.452;-76.160;22.436;-261.752
1.796.875;-516.026;-144.841;-75.855;22.741;-260.531
1.816.406;-513.889;-143.926;-74.939;23.046;-258.700
1.835.938;-511.447;-143.010;-74.328;23.352;-256.563
1.855.469;-508.394;-141.789;-73.718;23.352;-254.426
1.875.000;-505.342;-140.568;-72.802;23.046;-252.289
1.894.531;-502.289;-139.347;-72.192;22.741;-250.763
1.914.063;-499.542;-138.431;-71.886;22.436;-249.542
1.933.594;-497.711;-137.515;-71.276;22.131;-248.626
1.953.125;-495.879;-136.905;-70.971;21.825;-248.016
1.972.656;-494.353;-135.989;-70.665;21.825;-247.100
1.992.188;-492.827;-135.379;-70.055;22.131;-245.879
2.011.719;-490.995;-134.463;-69.444;22.131;-244.353
2.031.250;-488.858;-133.547;-68.834;22.436;-242.216
2.050.781;-486.111;-132.631;-68.223;22.436;-240.385
2.070.313;-483.059;-131.410;-67.613;22.436;-238.553
2.089.844;-480.311;-130.189;-67.002;22.131;-236.722
2.109.375;-477.564;-129.274;-66.392;21.825;-235.501
2.128.906;-475.427;-128.358;-66.087;21.520;-234.585
2.148.438;-473.901;-127.747;-65.781;21.215;-233.669
2.167.969;-472.070;-127.137;-65.171;21.215;-232.753
2.187.500;-470.543;-126.221;-64.866;21.215;-231.532
2.207.031;-468.712;-125.611;-64.255;21.520;-230.311
2.226.563;-466.575;-124.695;-63.645;21.520;-228.480
2.246.094;-464.133;-123.474;-63.034;21.825;-226.648
2.265.625;-461.386;-122.558;-62.424;21.825;-224.817
2.285.156;-458.639;-121.337;-61.813;21.520;-223.291
2.304.688;-456.197;-120.421;-61.203;21.215;-222.070
2.324.219;-454.060;-119.811;-60.897;20.910;-220.849
2.343.750;-452.228;-118.895;-60.592;20.910;-219.933
2.363.281;-450.397;-118.284;-59.982;20.604;-219.017
2.382.813;-448.871;-117.369;-59.676;20.604;-217.796
2.402.344;-447.039;-116.758;-59.066;20.910;-216.575
2.421.875;-444.902;-115.842;-58.455;20.910;-215.049
2.441.406;-442.766;-114.927;-57.845;20.910;-213.217
2.460.938;-440.018;-114.011;-57.234;20.910;-211.691
2.480.469;-437.576;-113.095;-56.929;20.910;-210.165
2.500.000;-435.134;-112.179;-56.319;20.604;-208.639
2.519.531;-432.998;-111.264;-56.013;20.299;-207.723
2.539.063;-431.166;-110.348;-55.403;20.299;-206.502
2.558.594;-429.335;-109.737;-55.098;19.994;-205.586
2.578.125;-427.503;-109.127;-54.487;19.994;-204.365
2.597.656;-425.672;-108.211;-54.182;19.994;-203.144
2.617.188;-423.840;-107.601;-53.571;20.299;-201.923
2.636.719;-421.703;-106.685;-52.961;20.299;-200.397
2.656.250;-419.261;-105.769;-52.656;20.299;-198.871
2.675.781;-416.819;-104.853;-52.045;19.994;-197.344
2.695.313;-414.683;-103.938;-51.435;19.994;-195.818
2.714.844;-412.546;-103.022;-51.129;19.689;-194.597
2.734.375;-410.409;-102.106;-50.519;19.689;-193.681
2.753.906;-408.578;-101.496;-50.214;19.383;-192.766
2.773.438;-407.051;-100.885;-49.908;19.383;-191.545
2.792.969;-405.220;-99.969;-49.298;19.383;-190.324
2.812.500;-403.388;-99.359;-48.993;19.383;-189.103
2.832.031;-401.252;-98.443;-48.382;19.383;-187.576
2.851.563;-399.115;-97.527;-47.772;19.383;-186.355
2.871.094;-396.673;-96.917;-47.466;19.383;-184.829
2.890.625;-394.536;-96.001;-46.856;19.383;-183.608
2.910.156;-392.399;-95.085;-46.551;19.078;-182.387
2.929.688;-390.263;-94.475;-45.940;19.078;-181.166
2.949.219;-388.431;-93.559;-45.635;18.773;-180.250
2.968.750;-386.905;-92.949;-45.330;18.773;-179.029
2.988.281;-385.073;-92.338;-44.719;18.773;-178.114
3.007.813;-383.242;-91.422;-44.414;18.773;-176.893
3.027.344;-381.105;-90.812;-43.803;18.773;-175.366
3.046.875;-379.273;-89.896;-43.498;18.773;-174.145
3.066.406;-377.137;-88.980;-42.888;18.773;-172.619
3.085.938;-375.000;-88.370;-42.277;18.773;-171.398
3.105.469;-372.863;-87.454;-41.972;18.468;-170.177
3.125.000;-370.727;-86.844;-41.667;18.468;-169.261
3.144.531;-368.895;-85.928;-41.056;18.162;-168.040
3.164.063;-367.369;-85.317;-40.751;18.162;-167.125
3.183.594;-365.537;-84.707;-40.446;18.162;-165.904
3.203.125;-363.706;-83.791;-39.835;18.162;-164.683
3.222.656;-361.874;-83.181;-39.530;18.162;-163.462
3.242.188;-359.737;-82.265;-38.919;18.162;-162.241
3.261.719;-357.906;-81.654;-38.614;18.162;-161.020
3.281.250;-355.769;-80.739;-38.004;18.162;-159.799
3.300.781;-353.632;-80.128;-37.698;17.857;-158.578
3.320.313;-351.801;-79.212;-37.393;17.857;-157.357
3.339.844;-349.969;-78.602;-36.783;17.552;-156.441
3.359.375;-348.138;-77.991;-36.477;17.552;-155.525
3.378.906;-346.306;-77.381;-36.172;17.552;-154.304
3.398.438;-344.780;-76.770;-35.562;17.552;-153.388
3.417.969;-342.949;-75.855;-35.256;17.552;-152.167
3.437.500;-340.812;-75.244;-34.951;17.552;-150.946
3.457.031;-338.980;-74.328;-34.341;17.552;-149.725
3.476.563;-337.149;-73.718;-34.035;17.552;-148.504
3.496.094;-335.012;-73.107;-33.425;17.247;-147.283
3.515.625;-333.181;-72.192;-33.120;17.247;-146.062
3.535.156;-331.349;-71.581;-32.814;17.247;-145.147
3.554.688;-329.518;-70.971;-32.509;16.941;-144.231
3.574.219;-327.991;-70.360;-31.899;16.941;-143.010
3.593.750;-326.160;-69.750;-31.593;16.941;-142.094
3.613.281;-324.328;-68.834;-31.288;16.941;-140.873
3.632.813;-322.497;-68.223;-30.678;16.941;-139.652
3.652.344;-320.665;-67.613;-30.372;16.941;-138.736
3.671.875;-318.834;-66.697;-30.067;16.636;-137.515
3.691.406;-317.002;-66.087;-29.457;16.636;-136.294
3.710.938;-315.171;-65.476;-29.151;16.636;-135.379
3.730.469;-313.339;-64.866;-28.846;16.636;-134.158
3.750.000;-311.508;-64.255;-28.541;16.331;-133.242
3.769.531;-309.982;-63.645;-28.236;16.331;-132.326
3.789.063;-308.150;-62.729;-27.625;16.331;-131.410
3.808.594;-306.624;-62.118;-27.320;16.331;-130.189
3.828.125;-304.792;-61.508;-27.015;16.331;-128.968
3.847.656;-302.961;-60.897;-26.709;16.331;-128.053
3.867.188;-301.129;-60.287;-26.099;16.026;-126.832
3.886.719;-299.298;-59.676;-25.794;16.026;-125.916
3.906.250;-297.466;-58.761;-25.488;16.026;-124.695
3.925.781;-295.940;-58.150;-25.183;16.026;-123.779
3.945.313;-294.109;-57.540;-24.573;15.720;-122.863
3.964.844;-292.277;-56.929;-24.267;15.720;-121.947
3.984.375;-290.751;-56.319;-23.962;15.720;-120.726
4.003.906;-289.225;-55.708;-23.657;15.720;-119.811
4.023.438;-287.393;-55.098;-23.352;15.720;-118.895
4.042.969;-285.562;-54.487;-23.046;15.720;-117.674
4.062.500;-284.035;-53.877;-22.436;15.415;-116.758
4.082.031;-282.204;-53.266;-22.131;15.415;-115.537
4.101.563;-280.372;-52.656;-21.825;15.415;-114.621
4.121.094;-278.846;-52.045;-21.520;15.415;-113.706
4.140.625;-277.015;-51.435;-21.215;15.110;-112.790
4.160.156;-275.488;-50.824;-20.910;15.110;-111.874
4.179.688;-273.962;-50.214;-20.299;15.110;-110.958
4.199.219;-272.131;-49.603;-19.994;15.110;-109.737
4.218.750;-270.604;-48.993;-19.689;15.110;-108.822
4.238.281;-268.773;-48.382;-19.383;15.110;-107.906
4.257.813;-267.247;-47.772;-19.078;15.110;-106.685
4.277.344;-265.415;-47.161;-18.773;14.805;-105.769
4.296.875;-263.889;-46.551;-18.468;14.805;-104.853
4.316.406;-262.057;-45.940;-17.857;14.805;-103.938
4.335.938;-260.531;-45.330;-17.552;14.805;-103.022
4.355.469;-259.005;-44.719;-17.247;14.499;-102.106
4.375.000;-257.479;-44.109;-16.941;14.499;-101.190
4.394.531;-255.952;-43.498;-16.636;14.499;-100.275
4.414.063;-254.121;-42.888;-16.331;14.499;-99.359
4.433.594;-252.595;-42.582;-16.026;14.499;-98.138
4.453.125;-243.132;-42.582;-16.026;16.636;-90.507
4.472.656;-212.607;-44.414;-17.552;23.046;-70.665
4.492.188;-163.462;-47.772;-20.299;32.509;-46.856
4.511.719;-110.958;-46.856;-20.910;43.803;-17.552
4.531.250;-61.813;-38.614;-17.552;56.319;21.215
4.550.781;-13.584;-26.404;-12.363;69.139;52.350
4.570.313;32.204;-15.110;-0.7784;80.739;68.223
4.589.844;69.750;-0.5952;-0.4426;90.507;79.823
4.609.375;96.306;0.0153;-0.0763;97.527;90.201
4.628.906;114.927;0.3510;0.3205;103.632;96.001
4.648.438;131.105;0.1984;0.5037;109.737;99.054
4.667.969;142.705;-0.0458;0.4121;116.148;95.085
4.687.500;147.283;-0.0153;0.2289;121.337;81.044
4.707.031;149.115;0.1068;-0.1679;124.084;54.792
4.726.563;149.725;0.3510;-0.6258;125.916;23.352
4.746.094;146.978;0.7784;-0.7479;128.663;0.5647
4.765.625;142.094;14.194;-0.5647;132.937;0.0153
4.785.156;136.905;21.215;-0.2595;137.515;-17.247
4.804.688;134.463;28.541;0.2289;142.399;-58.455
4.824.219;138.126;36.172;0.8700;146.368;-106.074
4.843.750;145.147;44.719;14.805;149.725;-120.726
4.863.281;147.894;52.045;21.215;154.609;-91.117
4.882.813;143.926;54.182;27.320;160.714;-55.098
4.902.344;145.757;46.856;28.846;165.293;-51.435
4.921.875;164.072;34.035;26.404;172.314;-66.392
4.941.406;182.998;32.509;30.678;192.766;-43.498
4.960.938;185.134;45.330;46.245;228.785;25.183
4.980.469;177.198;59.371;65.171;266.331;88.370
5.000.000;169.261;68.223;78.907;291.667;119.505
5.019.531;161.630;71.886;82.570;295.940;139.652
5.039.063;153.999;71.581;77.686;280.983;173.840
5.058.594;148.199;68.223;69.444;259.615;210.165
5.078.125;144.536;64.255;62.118;239.469;220.543
5.097.656;140.568;60.287;57.540;219.322;204.976
5.117.188;138.431;56.624;53.266;196.734;174.756
5.136.719;137.210;51.435;46.856;170.177;127.747
5.156.250;130.495;44.414;36.172;136.294;67.308
5.175.781;116.758;36.783;23.046;95.085;30.067
5.195.313;103.938;29.457;10.226;54.182;50.824
5.214.844;100.275;19.689;0.0458;22.131;105.464
5.234.375;102.106;10.531;-0.4426;0.5037;151.862
5.253.906;100.275;10.531;-0.3816;0.1374;178.724
5.273.438;93.559;18.773;0.1679;0.5952;190.629
5.292.969;85.012;27.625;10.226;16.026;198.565
5.312.500;74.939;32.204;21.215;32.509;213.217
5.332.031;67.918;33.425;31.593;52.961;234.585
5.351.563;68.529;33.120;38.919;72.802;255.952
5.371.094;71.581;33.120;42.888;89.591;266.026
5.390.625;72.497;33.425;45.024;104.548;261.142
5.410.156;72.802;32.509;45.940;117.979;238.858
5.429.688;73.718;29.457;45.635;129.274;190.934
5.449.219;73.107;27.015;44.414;137.821;132.326
5.468.750;70.665;25.183;42.582;144.231;87.759
5.488.281;66.392;24.267;41.056;147.894;62.729
5.507.813;59.676;23.657;40.751;148.810;51.435
5.527.344;51.740;22.741;42.277;150.031;55.098
5.546.875;45.024;22.741;45.330;154.609;58.455
5.566.406;42.582;22.131;49.908;162.851;17.552
5.585.938;49.298;16.331;52.656;169.872;-86.538
5.605.469;64.866;0.7173;51.740;172.619;-195.818
5.625.000;77.076;0.5037;53.877;175.061;-233.364
5.644.531;76.770;11.752;60.287;179.029;-199.176
5.664.063;67.308;19.383;66.087;181.777;-143.926
5.683.594;57.540;22.436;67.613;182.082;-77.991
5.703.125;49.298;19.383;64.560;179.945;0.0153
5.722.656;39.835;16.331;58.761;176.282;56.013
5.742.188;33.425;15.720;50.519;172.009;82.265
5.761.719;34.341;15.720;41.361;170.177;102.106
5.781.250;34.646;17.552;34.646;172.619;133.547
5.800.781;30.372;19.383;32.204;179.945;179.640
5.820.313;25.794;20.299;32.509;190.934;224.817
5.839.844;22.741;21.215;34.951;205.891;255.647
5.859.375;19.383;24.267;38.614;222.375;269.078
5.878.906;15.110;27.930;42.277;235.195;260.226
5.898.438;0.9921;30.372;43.803;241.911;226.343
5.917.969;0.2900;30.678;42.277;240.690;182.692
5.937.500;-0.4426;27.930;38.614;232.753;158.883
5.957.031;-0.8394;23.962;34.951;225.427;174.756
5.976.563;-0.7479;21.520;33.730;224.817;220.543
5.996.094;-0.0458;21.215;33.425;230.311;255.342
6.015.625;0.9310;21.825;32.509;235.195;254.121
6.035.156;14.194;21.215;30.067;233.974;222.070
6.054.688;12.668;20.299;24.878;222.070;176.587
6.074.219;10.836;25.183;20.299;204.060;129.579
6.093.750;10.531;34.035;18.773;186.661;88.370
6.113.281;15.110;35.562;17.247;171.398;45.940
6.132.813;27.930;26.709;12.668;156.136;-12.973
6.152.344;40.751;22.741;0.8700;140.873;-63.034
6.171.875;43.803;30.067;0.7173;124.084;-75.855
6.191.406;40.751;38.004;0.2595;102.411;-70.360
6.210.938;37.698;41.972;-0.7479;76.770;-60.897
6.230.469;39.225;45.024;-21.825;50.824;-47.466
6.250.000;46.856;48.077;-36.783;27.320;-38.614
6.269.531;56.929;49.908;-48.993;0.9615;-30.983
6.289.063;63.339;49.908;-56.624;0.1068;-15.720
6.308.594;63.034;48.382;-58.455;0.0763;-0.0458
6.328.125;57.845;45.330;-56.319;0.4731;0.7784
6.347.656;50.824;41.667;-52.045;0.9310;10.531
6.367.188;43.803;35.562;-49.298;12.668;-0.3205
6.386.719;41.972;30.067;-47.161;16.026;-37.698
6.406.250;52.350;32.509;-42.582;23.962;-71.581
6.425.781;74.328;43.193;-32.814;38.004;-96.001
6.445.313;102.106;58.455;-20.604;56.013;-123.474
6.464.844;127.442;73.718;-0.9310;75.549;-164.072
6.484.375;142.705;81.654;-0.0763;94.170;-218.712
6.503.906;147.894;75.549;0.0153;108.516;-281.288
6.523.438;143.926;59.982;-0.5952;117.979;-332.265
6.542.969;127.442;47.161;-10.531;129.579;-348.138
6.562.500;105.769;37.393;-0.9615;145.757;-326.770
6.582.031;88.980;29.762;-0.5342;162.851;-303.266
6.601.563;72.802;29.762;-0.0458;177.198;-303.877
6.621.094;51.129;34.951;0.5037;190.934;-301.435
6.640.625;26.099;39.835;10.836;204.976;-280.983
6.660.156;0.4731;40.446;12.668;212.607;-257.173
6.679.688;-0.9310;33.730;0.6868;206.197;-238.858
6.699.219;-19.994;26.099;-0.4731;183.303;-230.006
6.718.750;-32.509;26.709;-16.941;153.999;-214.744
6.738.281;-47.161;33.425;-26.709;125.916;-173.840
6.757.813;-63.034;38.919;-35.256;96.001;-117.369
6.777.344;-81.349;40.446;-42.277;64.560;-68.223
6.796.875;-100.275;38.309;-47.161;38.309;-38.919
6.816.406;-119.200;34.035;-49.603;21.825;-27.930
6.835.938;-138.431;27.625;-49.298;13.889;-35.562
6.855.469;-156.136;19.994;-47.466;0.6868;-59.371
6.875.000;-171.093;12.057;-46.551;-0.5952;-83.486
6.894.531;-182.998;0.5342;-47.161;-22.131;-102.411
6.914.063;-190.934;0.1679;-48.077;-34.035;-116.758
6.933.594;-195.208;0.1984;-47.772;-40.140;-115.842
6.953.125;-200.397;0.5647;-45.330;-41.972;-100.275
6.972.656;-208.944;0.7479;-40.446;-40.446;-86.233
6.992.188;-219.322;0.2289;-34.341;-35.562;-76.465
7.011.719;-232.448;-0.5647;-27.625;-27.625;-68.834
7.031.250;-250.153;-0.7173;-18.468;-15.415;-69.444
7.050.781;-267.247;-0.1984;-0.7173;0.2900;-75.244
7.070.313;-278.541;0.3205;0.3510;25.794;-75.855
7.089.844;-283.120;0.9005;12.973;48.993;-71.276
7.109.375;-282.204;16.636;19.383;67.613;-69.444
7.128.906;-281.288;25.488;24.267;79.212;-66.087
7.148.438;-283.730;31.593;28.541;86.844;-50.824
7.167.969;-284.341;33.120;29.762;91.117;-23.046
7.187.500;-276.709;29.151;25.794;92.033;0.9310
7.207.031;-268.468;24.267;19.383;90.812;41.361
7.226.563;-271.215;21.215;15.415;88.980;67.918
7.246.094;-281.899;15.720;13.584;85.928;84.707
7.265.625;-295.024;0.9005;12.973;82.875;89.286
7.285.156;-307.234;0.4731;13.889;79.823;78.907
7.304.688;-316.392;0.4426;15.415;78.297;52.656
7.324.219;-325.549;10.226;17.247;78.297;10.531
7.343.750;-334.707;17.247;17.247;77.381;-38.309
7.363.281;-341.422;19.994;15.110;76.465;-78.907
7.382.813;-343.254;20.910;13.278;77.991;-119.811
7.402.344;-339.591;21.825;13.889;84.707;-168.956
7.421.875;-333.486;21.825;16.026;94.780;-201.923
7.441.406;-329.518;19.383;18.162;104.243;-204.976
7.460.938;-328.907;16.026;19.994;110.958;-188.797
7.480.469;-327.381;11.447;21.825;115.842;-160.714
7.500.000;-322.192;0.8394;22.741;121.032;-128.053
7.519.531;-314.560;11.142;23.657;128.053;-97.527
7.539.063;-306.929;17.857;26.404;137.515;-74.328
7.558.594;-298.077;20.910;28.236;147.283;-67.613
7.578.125;-284.951;18.162;25.794;153.694;-80.128
7.597.656;-268.773;10.531;18.162;154.304;-100.580
7.617.188;-250.763;-0.3510;0.5037;146.978;-121.947
7.636.719;-238.248;-18.468;-0.8394;135.989;-136.905
7.656.250;-238.248;-24.878;-17.247;124.695;-148.199
7.675.781;-244.353;-19.994;-21.215;112.790;-154.609
7.695.313;-250.153;-0.5952;-20.910;102.411;-139.042
7.714.844;-255.342;0.9615;-16.636;98.443;-97.222
7.734.375;-261.447;20.910;-10.226;101.801;-51.129
7.753.906;-267.552;27.015;-0.4121;108.822;-22.436
7.773.438;-270.910;28.846;-0.0153;115.232;-0.8089
7.792.969;-273.046;29.762;0.2289;120.116;0.7173
7.812.500;-278.846;34.951;0.6258;124.389;24.878
7.832.031;-283.425;42.277;10.836;127.442;35.562
7.851.563;-278.846;47.466;14.499;128.358;24.573
7.871.094;-264.194;47.772;15.720;127.137;-0.9921
7.890.625;-246.490;46.856;16.941;126.221;-49.298
7.910.156;-231.532;48.382;20.910;127.442;-82.570
7.929.688;-211.691;47.161;25.183;127.747;-121.032
7.949.219;-179.335;36.172;25.183;124.084;-157.662
7.968.750;-146.673;25.488;23.046;119.200;-167.735
7.988.281;-133.547;29.457;25.183;117.674;-149.420
8.007.813;-136.294;41.972;32.509;121.947;-120.726
8.027.344;-143.620;51.129;40.751;131.105;-92.643
8.046.875;-154.609;54.792;47.161;142.399;-65.476
8.066.406;-168.040;53.877;50.214;150.946;-31.899
8.085.938;-178.419;46.551;48.077;154.609;0.8700
8.105.469;-175.977;32.204;39.530;153.999;35.867
8.125.000;-162.241;20.299;30.678;153.388;35.867
8.144.531;-153.694;17.247;27.015;153.999;16.026
8.164.063;-153.694;17.247;25.488;150.336;-12.057
8.183.594;-154.915;14.805;19.689;136.905;-36.172
8.203.125;-160.409;12.363;11.752;115.232;-42.277
8.222.656;-170.482;0.9005;0.4121;86.844;-29.457
8.242.188;-176.587;0.3205;-0.2289;57.540;-0.4426
8.261.719;-168.040;-12.057;-0.9615;33.120;16.331
8.281.250;-140.568;-42.277;-20.299;15.110;0.3816
8.300.781;-111.569;-69.139;-29.151;0.3510;-45.024
8.320.313;-99.054;-75.855;-30.067;-0.1679;-91.728
8.339.844;-93.254;-73.107;-26.099;-0.2289;-119.200
8.359.375;-89.591;-66.392;-17.857;0.1984;-142.705
8.378.906;-91.422;-54.182;-0.5952;12.973;-165.598
8.398.438;-83.486;-49.298;0.0763;24.267;-192.155
8.417.969;-63.034;-52.045;0.0763;31.899;-230.311
8.437.500;-47.466;-47.466;0.1068;38.614;-262.363
8.457.031;-50.519;-34.951;0.4731;45.330;-270.299
8.476.563;-72.802;-18.162;12.057;51.129;-248.016
8.496.094;-104.853;-0.1984;20.299;55.098;-208.944
8.515.625;-135.684;0.7479;25.183;53.266;-173.840
8.535.156;-160.714;14.194;27.320;45.330;-142.705
8.554.688;-172.924;15.720;26.404;32.814;-111.264
8.574.219;-170.482;0.5037;19.689;16.941;-83.791
8.593.750;-165.293;-0.8394;10.836;0.2289;-64.560
8.613.281;-156.136;-25.794;-0.1984;-0.9615;-65.476
8.632.813;-132.326;-57.540;-21.215;-20.604;-88.065
8.652.344;-114.316;-84.707;-35.562;-25.488;-102.106
8.671.875;-118.895;-84.707;-35.256;-20.299;-82.265
8.691.406;-129.579;-65.171;-25.488;-0.8089;-36.172
8.710.938;-130.189;-45.330;-14.805;0.5647;19.994
8.730.469;-123.168;-31.899;-0.6868;19.383;80.433
8.750.000;-115.842;-19.689;0.0153;32.204;141.484
8.769.531;-105.159;-12.057;0.3205;41.972;185.134
8.789.063;-89.591;-15.110;0.0153;46.856;190.324
8.808.594;-82.570;-22.741;-0.6258;48.687;157.662
8.828.125;-81.654;-31.899;-14.499;49.298;110.958
8.847.656;-71.886;-40.751;-22.436;51.740;67.613
8.867.188;-56.013;-44.109;-23.962;63.034;36.783
8.886.719;-46.551;-40.140;-14.805;87.454;42.277
8.906.250;-53.266;-27.015;0.2289;120.116;81.349
8.925.781;-70.360;-10.836;21.215;151.862;110.653
8.945.313;-81.654;-0.5342;34.646;175.672;94.170
8.964.844;-81.044;-13.889;40.140;189.103;36.172
8.984.375;-70.055;-24.573;40.446;191.545;-25.794
9.003.906;-60.592;-16.941;43.498;186.355;-64.560
9.023.438;-63.950;0.8700;51.740;172.619;-79.518
9.042.969;-74.023;33.425;56.929;147.894;-73.413
9.062.500;-75.549;41.972;51.435;114.011;-54.182
9.082.031;-64.866;29.457;34.646;74.328;-47.466
9.101.563;-54.792;12.057;15.415;35.562;-55.098
9.121.094;-55.403;0.9615;0.2900;0.5037;-56.929
9.140.625;-61.508;17.857;-0.4426;-16.636;-54.792
9.160.156;-64.560;25.183;-12.668;-30.983;-59.676
9.179.688;-57.845;30.983;-23.657;-39.530;-72.802
9.199.219;-48.993;39.530;-32.509;-44.719;-67.918
9.218.750;-53.266;52.045;-32.814;-44.109;-0.7173
9.238.281;-69.750;59.676;-26.404;-37.393;89.286
9.257.813;-81.044;55.708;-19.689;-29.457;169.261
9.277.344;-74.328;48.687;-15.720;-23.962;208.639
9.296.875;-58.150;45.940;-12.668;-19.383;218.407
9.316.406;-48.993;45.330;-0.6258;-10.836;226.343
9.335.938;-34.951;32.509;0.1068;-0.1984;241.911
9.355.469;-0.1679;-0.1068;0.2289;0.1068;254.121
