Time;Fp2-F4;F4-C4;C4-P4;P4-O2;C4-A1
1.289.063;-100.275;94.170;-0.4731;-65.171;-180.556
1.328.125;-96.917;93.559;-0.4426;-63.950;-181.471
1.367.188;-99.359;92.643;-0.4731;-63.339;-182.692
1.406.250;-102.106;91.117;-0.5037;-63.339;-180.556
1.445.313;-100.275;89.286;-0.5647;-62.424;-175.977
1.484.375;-95.085;88.065;-0.5342;-61.203;-172.619
1.523.438;-91.422;87.149;-0.5037;-59.982;-172.619
1.562.500;-92.643;86.233;-0.5342;-59.371;-173.535
1.601.563;-94.780;84.707;-0.5647;-59.066;-171.703
1.640.625;-93.864;83.181;-0.5952;-58.455;-168.040
1.679.688;-89.591;81.960;-0.5952;-57.540;-164.988
1.718.750;-86.233;81.044;-0.5647;-56.319;-164.377
1.757.813;-86.538;80.128;-0.5952;-55.708;-164.683
1.796.875;-88.065;78.907;-0.6258;-55.403;-163.462
1.835.938;-87.454;77.381;-0.6563;-54.792;-160.104
1.875.000;-83.791;76.160;-0.6563;-53.877;-157.357
1.914.063;-80.739;75.244;-0.6258;-52.656;-156.136
1.953.125;-80.433;74.328;-0.6258;-52.045;-156.136
1.992.188;-81.654;73.107;-0.6563;-51.435;-155.220
2.031.250;-81.044;71.886;-0.6868;-51.129;-152.473
2.070.313;-78.297;70.665;-0.6868;-50.214;-149.725
2.109.375;-75.549;69.444;-0.6868;-49.298;-148.504
2.148.438;-74.939;68.834;-0.6868;-48.382;-147.894
2.187.500;-75.549;67.613;-0.7173;-48.077;-146.978
2.226.563;-75.244;66.392;-0.7173;-47.466;-144.841
2.265.625;-73.107;65.171;-0.7479;-46.551;-142.399
2.304.688;-70.360;64.255;-0.7479;-45.635;-140.873
2.343.750;-69.444;63.339;-0.7479;-45.024;-140.263
2.382.813;-69.750;62.118;-0.7479;-44.414;-139.347
2.421.875;-69.444;60.897;-0.7784;-43.803;-137.210
2.460.938;-67.613;59.982;-0.7784;-43.193;-135.073
2.500.000;-65.476;58.761;-0.7784;-42.277;-133.547
2.539.063;-64.255;58.150;-0.7784;-41.667;-132.631
2.578.125;-64.255;56.929;-0.7784;-41.056;-131.716
2.617.188;-63.950;56.013;-0.8089;-40.751;-129.884
2.656.250;-62.424;54.792;-0.8089;-39.835;-127.747
2.695.313;-60.287;53.877;-0.8089;-39.225;-126.221
2.734.375;-59.066;52.961;-0.8089;-38.614;-125.305
2.773.438;-58.761;52.045;-0.8394;-38.004;-124.389
2.812.500;-58.455;51.129;-0.8394;-37.393;-122.863
2.851.563;-57.234;49.908;-0.8394;-36.783;-120.726
2.890.625;-55.708;48.993;-0.8394;-36.172;-119.200
2.929.688;-54.487;48.077;-0.8394;-35.256;-118.284
2.968.750;-53.877;47.161;-0.8700;-34.951;-117.063
3.007.813;-53.571;46.245;-0.8700;-34.341;-115.842
3.046.875;-52.350;45.330;-0.8700;-33.730;-114.011
3.085.938;-50.824;44.414;-0.8700;-33.120;-112.485
3.125.000;-49.603;43.498;-0.8700;-32.509;-111.264
3.164.063;-48.993;42.582;-0.9005;-31.899;-110.348
3.203.125;-48.687;41.667;-0.9005;-31.288;-109.127
3.242.188;-47.772;40.751;-0.9005;-30.678;-107.295
3.281.250;-46.245;39.835;-0.9005;-30.067;-105.769
3.320.313;-45.024;38.919;-0.9005;-29.457;-104.548
3.359.375;-44.414;38.004;-0.9310;-28.846;-103.632
3.398.438;-43.803;37.393;-0.9310;-28.541;-102.411
3.437.500;-43.193;36.477;-0.9310;-27.930;-100.885
3.476.563;-41.972;35.562;-0.9310;-27.320;-99.359
3.515.625;-40.751;34.646;-0.9310;-26.709;-98.138
3.554.688;-40.140;33.730;-0.9310;-26.099;-97.222
3.593.750;-39.530;33.120;-0.9615;-25.794;-96.001
3.632.813;-38.614;32.204;-0.9615;-25.183;-94.475
3.671.875;-37.698;31.288;-0.9615;-24.573;-93.254
3.710.938;-36.477;30.678;-0.9615;-23.962;-92.033
3.750.000;-35.867;29.762;-0.9615;-23.657;-90.812
3.789.063;-35.256;28.846;-0.9615;-23.046;-89.896
3.828.125;-34.341;28.236;-0.9921;-22.436;-88.370
3.867.188;-33.425;27.320;-0.9921;-22.131;-87.149
3.906.250;-32.509;26.709;-0.9921;-21.520;-85.928
3.945.313;-31.593;25.794;-0.9921;-20.910;-85.012
3.984.375;-30.983;25.183;-0.9921;-20.604;-83.791
4.023.438;-30.372;24.267;-0.9921;-19.994;-82.570
4.062.500;-29.457;23.657;-0.9921;-19.383;-81.349
4.101.563;-28.541;22.741;-0.9921;-19.078;-80.128
4.140.625;-27.930;22.131;-0.9921;-18.468;-79.212
4.179.688;-27.015;21.215;-10.226;-18.162;-77.991
4.218.750;-26.404;20.604;-10.226;-17.552;-76.770
4.257.813;-25.794;19.994;-10.226;-17.247;-75.549
4.296.875;-24.878;19.078;-10.226;-16.636;-74.634
4.335.938;-23.962;18.468;-10.226;-16.026;-73.413
4.375.000;-23.352;17.857;-10.226;-15.720;-72.497
4.414.063;-22.741;16.941;-10.226;-15.110;-71.276
4.453.125;-22.131;16.331;-10.226;-14.805;-70.055
4.492.188;-21.215;15.720;-10.226;-14.194;-69.139
4.531.250;-20.604;15.110;-10.226;-13.889;-67.918
4.570.313;-19.994;14.499;-10.531;-13.584;-67.002
4.609.375;-19.078;13.584;-10.531;-12.973;-66.087
4.648.438;-18.468;12.973;-10.531;-12.668;-64.866
4.687.500;-17.857;12.363;-10.531;-12.057;-63.645
4.726.563;-16.941;11.752;-10.531;-11.752;-62.729
4.765.625;-16.331;11.142;-10.531;-11.447;-61.813
4.804.688;-15.720;10.531;-10.531;-10.836;-60.897
4.843.750;-15.110;6,889583333;-10.531;-10.531;-59.676
4.882.813;-14.499;6,465277778;-10.531;-0.9921;-58.761
4.921.875;-13.889;6,041666667;-10.531;-0.9615;-57.540
4.960.938;-13.278;5,617361111;-10.531;-0.9310;-56.624
5.000.000;-12.668;5,19375;-10.531;-0.9005;-55.708
5.039.063;-12.057;4,769444444;-10.531;-0.8394;-54.792
5.078.125;-11.447;4,345833333;-10.531;-0.8089;-53.877
5.117.188;-10.531;3,921527778;-10.531;-0.7784;-52.656
5.156.250;-0.9921;3,497916667;-10.531;-0.7173;-51.740
5.195.313;-0.9615;3,073611111;-10.531;-0.6868;-50.824
5.234.375;-0.9005;2,65;-10.531;-0.6563;-49.908
5.273.438;-0.8394;2,225694444;-10.836;-0.6258;-48.993
5.312.500;-0.7784;2,013888889;-10.836;-0.5647;-48.077
5.351.563;-0.7173;1,589583333;-10.836;-0.5342;-47.161
5.390.625;-0.6563;1,165972222;-10.836;-0.5037;-46.245
5.429.688;-0.5952;0,741666667;-10.836;-0.4731;-45.330
5.468.750;-0.5342;0,529861111;-10.836;-0.4426;-44.414
5.507.813;-0.4731;0,10625;-10.836;-0.4121;-43.498
5.546.875;-0.4121;-0.0153;-10.836;-0.3510;-42.582
5.585.938;-0.3816;-0.0763;-10.836;-0.3205;-41.972
5.625.000;-0.3205;-0.1068;-10.836;-0.2900;-41.056
5.664.063;-0.2595;-0.1679;-10.836;-0.2595;-40.140
5.703.125;-0.1984;-0.2289;-10.836;-0.2289;-39.225
5.742.188;-0.1679;-0.2595;-10.836;-0.1984;-38.309
5.781.250;-0.1068;-0.3205;-10.836;-0.1679;-37.393
5.820.313;-0.0458;-0.3510;-10.836;-0.1374;-36.783
5.859.375;-0.0153;-0.4121;-10.836;-0.1068;-35.867
5.898.438;0,10625;-0.4731;-10.836;-0.0763;-34.951
5.937.500;0,529861111;-0.5037;-10.836;-0.0458;-34.341
5.976.563;0,741666667;-0.5647;-10.836;-0.0153;-33.425
6.015.625;1,165972222;-0.5952;-10.836;0,10625;-32.509
6.054.688;1,377777778;-0.6563;-10.836;0,10625;-31.899
6.093.750;1,802083333;-0.6868;-10.836;0,318055556;-30.983
6.132.813;2,225694444;-0.7173;-10.836;0,529861111;-30.067
6.171.875;2,4375;-0.7784;-10.836;0,741666667;-29.457
6.210.938;2,861805556;-0.8089;-10.836;0,954166667;-28.541
6.250.000;3,073611111;-0.8700;-10.836;1,165972222;-27.930
6.289.063;3,497916667;-0.9005;-10.836;1,377777778;-27.015
6.328.125;3,709722222;-0.9615;-10.836;1,589583333;-26.404
6.367.188;4,133333333;-0.9921;-10.836;1,802083333;-25.488
6.406.250;4,345833333;-10.226;-10.836;2,013888889;-24.878
6.445.313;4,557638889;-10.836;-10.836;2,225694444;-24.267
6.484.375;4,98125;-11.142;-10.836;2,4375;-23.352
6.523.438;5,19375;-11.447;-10.531;2,65;-22.741
6.562.500;5,617361111;-11.752;-10.531;2,861805556;-22.131
6.601.563;5,829166667;-12.363;-10.531;2,861805556;-21.215
6.640.625;6,041666667;-12.668;-10.531;3,073611111;-20.604
6.679.688;6,465277778;-12.973;-10.531;3,285416667;-19.994
6.718.750;6,677083333;-13.278;-10.531;3,497916667;-19.078
6.757.813;6,889583333;-13.889;-10.531;3,709722222;-18.468
6.796.875;10.531;-14.194;-10.531;3,921527778;-17.857
6.835.938;10.836;-14.499;-10.531;3,921527778;-17.247
6.875.000;11.142;-14.805;-10.531;4,133333333;-16.331
6.914.063;11.447;-15.110;-10.531;4,345833333;-15.720
6.953.125;12.057;-15.415;-10.531;4,557638889;-15.110
6.992.188;12.363;-16.026;-10.531;4,769444444;-14.499
7.031.250;12.668;-16.331;-10.531;4,769444444;-13.889
7.070.313;12.973;-16.636;-10.531;4,98125;-13.278
7.109.375;13.278;-16.941;-10.531;5,19375;-12.668
7.148.438;13.584;-17.247;-10.531;5,405555556;-12.057
7.187.500;14.194;-17.552;-10.531;5,405555556;-11.447
7.226.563;14.499;-17.857;-10.531;5,617361111;-10.836
7.265.625;14.805;-18.162;-10.531;5,829166667;-10.226
7.304.688;15.110;-18.468;-10.531;5,829166667;-0.9615
7.343.750;15.415;-18.773;-10.531;6,041666667;-0.9005
7.382.813;15.720;-19.078;-10.226;6,253472222;-0.8394
7.421.875;16.026;-19.383;-10.226;6,253472222;-0.7784
7.460.938;16.331;-19.689;-10.226;6,465277778;-0.7173
7.500.000;16.636;-19.994;-10.226;6,677083333;-0.6563
7.539.063;16.941;-20.299;-10.226;6,677083333;-0.5952
7.578.125;17.247;-20.604;-10.226;6,889583333;-0.5342
7.617.188;17.552;-20.910;-10.226;10.226;-0.5037
7.656.250;17.857;-20.910;-10.226;10.226;-0.4426
7.695.313;18.162;-21.215;-10.226;10.531;-0.3816
7.734.375;18.468;-21.520;-10.226;10.836;-0.3205
7.773.438;18.773;-21.825;-10.226;10.836;-0.2900
7.812.500;19.078;-22.131;-10.226;11.142;-0.2289
7.851.563;19.383;-22.436;-10.226;11.142;-0.1679
7.890.625;19.689;-22.436;-10.226;11.447;-0.1068
7.929.688;19.994;-22.741;-0.9921;11.447;-0.0763
7.968.750;19.994;-23.046;-0.9921;11.752;-0.0153
8.007.813;20.299;-23.352;-0.9921;12.057;0,10625
8.046.875;20.604;-23.657;-0.9921;12.057;0,318055556
8.085.938;20.910;-23.657;-0.9921;12.363;0,741666667
8.125.000;21.215;-23.962;-0.9921;12.363;1,165972222
8.164.063;21.520;-24.267;-0.9921;12.668;1,377777778
8.203.125;21.520;-24.267;-0.9921;12.668;1,802083333
8.242.188;21.825;-24.573;-0.9921;12.973;2,013888889
8.281.250;22.131;-24.878;-0.9921;12.973;2,4375
8.320.313;22.436;-25.183;-0.9921;13.278;2,65
8.359.375;22.436;-25.183;-0.9921;13.278;3,073611111
8.398.438;22.741;-25.488;-0.9615;13.584;3,285416667
8.437.500;23.046;-25.488;-0.9615;13.584;3,709722222
8.476.563;23.352;-25.794;-0.9615;13.889;3,921527778
8.515.625;23.352;-26.099;-0.9615;13.889;4,345833333
8.554.688;23.657;-26.099;-0.9615;13.889;4,557638889
8.593.750;23.962;-26.404;-0.9615;14.194;4,769444444
8.632.813;23.962;-26.709;-0.9615;14.194;5,19375
8.671.875;24.267;-26.709;-0.9615;14.499;5,405555556
8.710.938;24.573;-27.015;-0.9615;14.499;5,829166667
8.750.000;24.573;-27.015;-0.9615;14.805;6,041666667
8.789.063;24.878;-27.320;-0.9615;14.805;6,253472222
8.828.125;25.183;-27.320;-0.9310;14.805;6,465277778
8.867.188;25.183;-27.625;-0.9310;15.110;6,889583333
8.906.250;25.488;-27.625;-0.9310;15.110;10.226
8.945.313;25.488;-27.930;-0.9310;15.415;10.531
8.984.375;25.794;-27.930;-0.9310;15.415;11.142
9.023.438;25.794;-28.236;-0.9310;15.415;11.447
9.062.500;26.099;-28.236;-0.9310;15.720;11.752
9.101.563;26.404;-28.541;-0.9310;15.720;12.057
9.140.625;26.404;-28.541;-0.9310;15.720;12.363
9.179.688;26.709;-28.846;-0.9310;16.026;12.973
9.218.750;26.709;-28.846;-0.9005;16.026;13.278
9.257.813;27.015;-28.846;-0.9005;16.026;13.584
9.296.875;27.015;-29.151;-0.9005;16.331;13.889
9.335.938;32.204;-35.867;-13.889;23.657;22.741
9.375.000;47.466;-55.403;-27.320;45.940;46.245
9.414.063;67.002;-79.518;-42.582;74.023;56.319
9.453.125;83.181;-97.222;-52.350;97.222;38.919
9.492.188;94.170;-106.990;-54.487;114.316;25.488
9.531.250;101.496;-106.685;-48.382;126.526;23.962
9.570.313;108.822;-99.054;-34.341;134.463;12.057
9.609.375;117.063;-92.033;-20.604;137.821;-18.468
9.648.438;123.474;-91.117;-18.468;136.600;-66.697
9.687.500;124.695;-95.391;-23.046;132.937;-128.053
9.726.563;122.558;-99.359;-28.541;128.358;-193.376
9.765.625;120.421;-102.411;-35.562;120.726;-249.542
9.804.688;117.063;-102.717;-41.056;111.874;-272.741
9.843.750;113.400;-96.306;-41.667;106.685;-256.563
9.882.813;111.264;-88.980;-41.667;106.685;-221.764
9.921.875;113.706;-85.928;-40.751;110.653;-188.492
9.960.938;122.253;-87.149;-36.477;117.063;-145.757
10.000.000;98.443;14.805;-14.805;2,65;-0.4426
10.039.063;66.392;34.951;-18.468;14.194;-171.398
10.078.125;27.320;58.150;-23.657;30.372;-360.958
10.117.188;-10.226;72.192;-26.709;48.077;-442.155
10.156.250;-48.687;73.413;-31.899;59.066;-424.756
10.195.313;-74.328;68.223;-38.309;59.066;-349.969
10.234.375;-71.581;65.476;-37.698;52.350;-243.742
10.273.438;-47.161;67.613;-30.678;45.330;-167.430
10.312.500;-26.404;71.276;-25.488;38.004;-164.683
10.351.563;-23.657;72.802;-27.320;28.541;-220.543
10.390.625;-30.983;70.665;-32.204;17.552;-277.015
10.429.688;-33.425;67.308;-36.477;5,19375;-301.740
10.468.750;-25.794;67.308;-38.004;2,861805556;-313.950
10.507.813;-16.331;70.055;-35.562;5,829166667;-332.570
10.546.875;-18.468;68.223;-32.204;13.584;-361.264
10.585.938;-29.457;59.982;-31.288;12.973;-408.272
10.625.000;-31.288;48.687;-35.562;4,557638889;-469.933
10.664.063;-21.215;38.614;-44.414;0,741666667;-501.374
10.703.125;-14.805;34.035;-53.266;0,741666667;-485.501
10.742.188;-18.773;36.783;-58.455;3,073611111;-454.670
10.781.250;-31.288;42.582;-60.287;6,677083333;-414.683
10.820.313;-45.940;46.245;-59.066;15.720;-350.885
10.859.375;-49.298;48.993;-53.266;21.825;-272.741
10.898.438;-39.835;53.571;-41.972;24.878;-209.860
10.937.500;-29.762;57.540;-29.151;25.794;-175.672
10.976.563;-23.962;59.066;-21.520;27.320;-152.473
11.015.625;-17.857;59.066;-23.352;31.593;-125.000
11.054.688;-12.057;55.098;-33.425;34.341;-102.411
11.093.750;-0.9615;46.856;-43.498;31.593;-100.580
11.132.813;-12.057;40.751;-47.772;27.625;-122.863
11.171.875;-16.941;38.309;-45.330;26.404;-157.662
11.210.938;-16.636;34.341;-39.530;24.573;-201.313
11.250.000;-11.142;30.372;-34.035;19.994;-238.553
11.289.063;-10.836;28.846;-30.372;16.026;-233.974
11.328.125;-19.689;26.709;-30.983;14.499;-189.103
11.367.188;-31.593;24.573;-32.814;13.889;-132.021
11.406.250;-36.172;24.878;-30.678;13.889;-82.875
11.445.313;-28.236;26.404;-24.878;14.194;-56.929
11.484.375;-15.415;26.709;-19.994;13.278;-63.034
11.523.438;-10.531;25.794;-21.520;10.531;-87.759
11.562.500;-13.584;25.488;-24.878;5,829166667;-103.327
11.601.563;-20.604;24.573;-23.657;5,405555556;-95.696
11.640.625;-27.320;23.352;-22.436;4,557638889;-94.170
11.679.688;-36.172;19.689;-25.794;3,285416667;-129.884
11.718.750;-47.161;12.057;-33.730;2,861805556;-164.072
11.757.813;-53.571;3,709722222;-41.972;5,405555556;-157.357
11.796.875;-52.350;2,225694444;-47.466;12.363;-139.957
11.835.938;-45.940;2,013888889;-52.350;14.194;-137.821
11.875.000;-39.835;1,802083333;-57.540;16.331;-112.790
11.914.063;-33.730;2,65;-57.540;18.773;-70.055
11.953.125;-26.099;4,769444444;-53.877;18.773;-64.866
11.992.188;-21.520;6,465277778;-48.687;16.941;-86.538
12.031.250;-21.825;12.363;-41.972;15.720;-90.201
12.070.313;-21.215;17.857;-34.951;16.941;-69.139
12.109.375;-16.941;23.352;-29.762;18.773;-50.824
12.148.438;-10.226;27.015;-28.541;19.689;-54.487
12.187.500;-0.3205;27.930;-29.457;20.910;-75.244
12.226.563;4,345833333;25.183;-30.067;20.604;-88.980
12.265.625;16.026;22.436;-30.372;16.941;-90.507
12.304.688;18.162;20.604;-33.730;6,889583333;-125.000
12.343.750;10.531;18.773;-38.004;-0.0458;-196.429
12.382.813;0,10625;16.331;-40.751;-10.836;-233.974
12.421.875;-10.531;12.363;-44.109;-15.720;-216.575
12.460.938;-19.078;5,829166667;-46.856;-15.415;-178.114
12.500.000;-22.131;4,98125;-45.940;-12.057;-134.768
12.539.063;-21.215;4,769444444;-44.719;-0.8700;-103.327
12.578.125;-19.994;2,013888889;-44.414;-0.8089;-96.306
12.617.188;-15.415;-0.2595;-46.551;-0.8700;-102.717
12.656.250;-0.7784;-0.7173;-48.993;-0.9615;-114.621
12.695.313;-0.1374;-11.142;-47.161;-0.8700;-131.716
12.734.375;-0.0153;-16.636;-44.109;-0.5037;-154.915
12.773.438;-0.6258;-18.773;-44.719;-0.0763;-171.093
12.812.500;-13.584;-12.973;-43.498;0,741666667;-175.366
12.851.563;-13.278;-0.2900;-36.783;3,073611111;-167.125
12.890.625;-0.6258;2,65;-27.015;5,617361111;-125.305
12.929.688;1,589583333;4,98125;-19.078;6,465277778;-70.360
12.968.750;11.447;5,19375;-14.805;6,041666667;-35.256
13.007.813;15.720;3,921527778;-14.805;3,497916667;-23.046
13.046.875;13.584;3,497916667;-19.383;-0.1984;-44.109
13.085.938;13.278;4,769444444;-23.962;-0.8394;-105.159
13.125.000;16.636;11.752;-21.215;-0.9310;-161.325
13.164.063;19.994;16.331;-13.889;-0.5342;-167.735
13.203.125;23.352;19.078;-0.5342;0,10625;-151.252
13.242.188;27.015;21.825;2,225694444;4,345833333;-132.937
13.281.250;30.372;20.604;4,345833333;11.752;-109.127
13.320.313;30.983;12.973;-0.0763;13.584;-103.632
13.359.375;29.151;0,741666667;-12.363;12.668;-123.779
13.398.438;29.457;-0.8394;-22.436;6,889583333;-158.578
13.437.500;31.288;-13.889;-27.930;5,405555556;-200.397
13.476.563;33.120;-14.194;-28.541;5,405555556;-244.658
13.515.625;37.393;-0.8394;-27.015;5,19375;-288.309
13.554.688;41.361;-0.1374;-27.015;4,133333333;-293.193
13.593.750;40.751;-0.2289;-29.151;3,709722222;-245.574
13.632.813;38.614;-0.9615;-30.678;3,285416667;-196.123
13.671.875;37.393;-13.278;-30.983;2,4375;-165.904
13.710.938;35.867;-11.142;-30.372;2,65;-128.968
13.750.000;31.899;-0.5647;-27.320;5,19375;-80.739
13.789.063;29.151;0,10625;-20.910;12.363;-46.245
13.828.125;34.035;3,709722222;-12.057;13.278;-34.341
13.867.188;45.635;10.531;-0.2289;11.142;-28.236
13.906.250;55.708;16.026;3,709722222;10.226;-41.056
13.945.313;59.982;19.994;10.836;6,465277778;-78.907
13.984.375;59.371;22.741;12.668;3,709722222;-118.895
14.023.438;56.319;22.741;10.531;-0.1679;-157.051
14.062.500;54.792;16.941;4,557638889;-0.8089;-178.724
14.101.563;55.403;4,133333333;1,165972222;-10.531;-168.346
14.140.625;55.403;-0.3510;-0.4426;-10.226;-141.789
14.179.688;54.792;-0.5952;-0.9005;-0.9921;-111.874
14.218.750;56.929;-0.3205;-0.8700;-0.6868;-82.875
14.257.813;59.066;-0.1068;-0.7173;-0.0153;-63.950
14.296.875;56.624;-0.1679;-0.9310;1,802083333;-68.529
14.335.938;49.298;-0.6258;-15.110;-0.1679;-110.043
14.375.000;41.361;-13.889;-19.689;-0.7479;-161.630
14.414.063;36.172;-20.604;-21.825;-0.9921;-161.325
14.453.125;30.067;-24.267;-23.962;-10.226;-124.389
14.492.188;23.352;-26.099;-24.878;-0.9310;-105.769
14.531.250;21.215;-26.099;-24.878;-0.8394;-88.065
14.570.313;25.183;-27.015;-24.573;-0.8700;-65.476
14.609.375;28.541;-29.457;-24.878;-0.5647;-53.571
14.648.438;25.794;-30.983;-23.046;0,741666667;-45.940
14.687.500;23.046;-29.151;-14.194;5,19375;-54.182
14.726.563;22.436;-24.267;-0.3205;6,465277778;-60.287
14.765.625;23.046;-15.415;3,709722222;4,557638889;-40.140
14.804.688;27.625;-0.1679;10.836;2,861805556;-22.436
14.843.750;34.035;10.836;6,677083333;1,165972222;-17.247
14.882.813;38.004;16.331;2,013888889;-0.5342;-0.9310
14.921.875;41.361;14.805;-0.1374;-13.889;-10.836
14.960.938;41.972;6,677083333;-0.4426;-17.552;-41.056
15.000.000;37.698;1,802083333;-0.9921;-18.773;-89.286
15.039.063;30.983;-0.7173;-14.805;-20.604;-123.779
15.078.125;25.488;-16.636;-15.415;-21.520;-143.315
15.117.188;26.404;-19.994;-12.057;-19.078;-142.399
15.156.250;31.899;-18.468;-0.8394;-14.499;-93.864
15.195.313;34.951;-16.636;-0.8089;-10.226;-35.256
15.234.375;32.509;-17.247;-13.278;-0.9005;-0.8700
15.273.438;25.183;-22.741;-21.215;-0.9005;-0.0458
15.312.500;17.247;-29.151;-26.404;-0.7479;-0.3816
15.351.563;14.805;-30.983;-25.183;-0.2900;-24.878
15.390.625;15.720;-28.846;-17.857;3,073611111;-24.878
15.429.688;17.857;-26.404;-0.9310;16.026;13.278
15.468.750;22.436;-24.878;-0.3510;26.099;45.330
15.507.813;28.236;-22.436;-0.0458;31.593;58.761
15.546.875;33.730;-19.383;1,802083333;30.983;57.540
15.585.938;38.614;-17.247;4,769444444;25.488;26.099
15.625.000;40.446;-15.415;11.752;19.078;-18.468
15.664.063;39.835;-10.531;16.636;14.499;-49.298
15.703.125;38.309;-0.4426;17.552;11.447;-73.718
15.742.188;38.309;-0.0458;11.752;6,677083333;-95.085
15.781.250;42.582;1,589583333;2,225694444;6,041666667;-99.359
15.820.313;47.466;3,709722222;-0.4121;4,98125;-82.875
15.859.375;49.908;5,405555556;-0.7173;2,861805556;-59.676
15.898.438;50.214;6,041666667;-0.7479;-0.1374;-46.245
15.937.500;44.414;4,345833333;-10.226;-0.8394;-37.698
15.976.563;34.951;1,377777778;-15.110;-11.752;-29.151
16.015.625;30.067;-0.2595;-20.299;-10.531;-25.183
16.054.688;29.457;-0.7173;-25.183;-0.9005;-19.689
16.093.750;32.814;-0.8700;-27.625;-0.7784;-12.057
16.132.813;39.225;-0.8089;-26.099;-0.5342;-11.447
16.171.875;42.582;-0.9310;-23.657;-0.2289;-15.110
16.210.938;44.719;-13.278;-22.131;-0.1679;-27.320
16.250.000;44.109;-19.078;-23.962;-0.3816;-36.477
16.289.063;37.698;-25.488;-29.457;-0.6563;-18.162
16.328.125;30.372;-29.762;-32.204;-0.9615;6,465277778
16.367.188;28.541;-26.709;-28.541;-12.363;6,677083333
16.406.250;32.204;-16.331;-21.215;-15.415;-23.657
16.445.313;36.477;-0.5952;-15.415;-18.468;-57.234
16.484.375;38.614;0,10625;-11.447;-20.910;-70.360
16.523.438;39.530;0,318055556;-0.9615;-23.352;-73.413
16.562.500;39.835;-0.1984;-10.531;-25.794;-65.781
16.601.563;37.393;-0.3816;-14.499;-26.404;-55.098
16.640.625;34.341;-0.5342;-18.162;-26.404;-47.466
16.679.688;35.256;-0.5037;-19.078;-26.404;-52.961
16.718.750;39.530;-0.1374;-19.383;-23.962;-67.308
16.757.813;40.140;1,589583333;-21.825;-19.994;-71.276
16.796.875;36.172;2,013888889;-23.046;-18.162;-71.581
16.835.938;32.204;0,529861111;-22.131;-19.994;-63.339
16.875.000;33.425;-0.1679;-18.773;-24.267;-41.361
16.914.063;37.393;-0.4731;-14.805;-27.625;-31.899
16.953.125;45.024;-0.5647;-10.836;-26.404;-35.256
16.992.188;55.098;-0.3205;-0.6563;-18.773;-18.162
17.031.250;59.676;-0.1374;-0.1679;-0.5952;19.689
17.070.313;52.656;-0.0153;0,10625;4,133333333;62.424
17.109.375;38.919;-0.1374;-0.7784;6,253472222;90.507
17.148.438;28.541;-0.7479;-21.215;2,225694444;75.855
17.187.500;24.267;-14.499;-29.762;-0.4426;40.140
17.226.563;23.352;-20.604;-35.562;-14.194;6,041666667
17.265.625;23.046;-26.099;-42.277;-25.183;-31.288
17.304.688;25.488;-27.015;-44.719;-34.035;-55.098
17.343.750;32.814;-22.131;-38.614;-38.919;-50.519
17.382.813;39.225;-16.331;-31.593;-38.614;-34.646
17.421.875;38.309;-14.194;-30.678;-35.867;-41.361
17.460.938;34.341;-14.499;-33.120;-32.509;-106.074
17.500.000;32.204;-16.636;-32.204;-25.794;-159.799
17.539.063;31.593;-21.215;-28.541;-17.247;-144.231
17.578.125;30.372;-23.352;-23.657;-0.9615;-85.012
17.617.188;28.236;-20.299;-19.689;-0.6258;-11.752
